No,feedback,aspect,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,feed_no_emo,_emo,n_emo
110,Le professeur est enthousiaste et motivé et le cours est rendu vivant par sa présence et son sens pédagogique,4,0,0,0,0,1,0,0,1,1,Le professeur est enthousiaste et motivé et le cours est rendu vivant par sa présence et son sens pédagogique,[],0
111,Cours volontairement au rythme plus lent parfait pour les débutants,4,0,0,0,0,0,0,0,1,1,Cours volontairement au rythme plus lent parfait pour les débutants,[],0
112,Le professeur de ce cours est un vrai enseignant et a parfaitement conscience des difficultés d'une langue germanique pour des locuteurs étrangers à une telle langue,4,0,0,0,0,0,0,0,1,1,Le professeur de ce cours est un vrai enseignant et a parfaitement conscience des difficultés d'une langue germanique pour des locuteurs étrangers à une telle langue,[],0
113,Tout est bien expliqué dans un très bon rythme,4,0,0,0,0,1,0,0,1,1,Tout est bien expliqué dans un très bon rythme,[],0
114,J’ai bien aimé ce cours,4,0,0,0,0,1,0,0,0,1,J’ai bien aimé ce cours,[],0
115,Het is duidelijker en langzaam gesproken,4,0,0,0,0,0,0,0,1,1,Het is duidelijker en langzaam gesproken,[],0
116,Très sympa !,4,0,0,0,0,1,0,0,0,1,Très sympa !,[],0
117,Le cours est très bien structuré et facile a comprendre,4,0,0,0,0,1,0,0,1,1,Le cours est très bien structuré et facile a comprendre,[],0
118,Vraiment génial,4,0,0,0,0,1,0,1,0,1,Vraiment génial,[],0
119,Ik vind the leelaar is zeer good,4,0,0,0,0,1,0,0,1,1,Ik vind the leelaar is zeer good,[],0
120,Il explique très bien,4,0,0,0,0,1,0,0,0,1,Il explique très bien,[],0
121,Excellent,4,0,0,0,0,1,0,0,1,1,Excellent,[],0
122,Le cours est agréable à suivre et très intéressant,4,0,0,0,0,1,0,0,0,1,Le cours est agréable à suivre et très intéressant,[],0
123,"Je suis ravie de mon apprentissage avec ce cours ! Anne est une enseignante passionnée et pédagogue, qui explique chaque signe avec clarté et bienveillance",4,0,0,0,0,1,0,0,1,1,"Je suis ravie de mon apprentissage avec ce cours ! Anne est une enseignante passionnée et pédagogue, qui explique chaque signe avec clarté et bienveillance",[],0
124,"Les leçons sont bien structurées, progressives et très motivantes",4,0,0,0,0,1,0,0,1,1,"Les leçons sont bien structurées, progressives et très motivantes",[],0
125,"Grâce à ce cours, j'apprends rapidement et avec plaisir",4,0,0,0,0,1,0,0,1,1,"Grâce à ce cours, j'apprends rapidement et avec plaisir",[],0
126,"Et en plus, le rapport qualité/prix est imbattable ! Une ressource précieuse pour toute personne souhaitant découvrir et maîtriser la LSF",4,0,0,0,0,1,0,0,1,1,"Et en plus, le rapport qualité/prix est imbattable ! Une ressource précieuse pour toute personne souhaitant découvrir et maîtriser la LSF",[],0
127,Merci encore ! 🙌👏,4,0,0,0,0,1,0,0,0,2,Merci encore !,"['🙌', '👏']",2
128,La formation semble prometteuse avec une introduction émouvante,4,0,0,0,0,1,0,1,0,1,La formation semble prometteuse avec une introduction émouvante,[],0
129,"Je suis surprise de la qualité du cours et des explications de la formatrice pour un tarif aussi avantageux, les formations en LSF qui sont à peu près complètes étant particulièrement chères habituellement",4,0,0,0,0,1,0,1,1,1,"Je suis surprise de la qualité du cours et des explications de la formatrice pour un tarif aussi avantageux, les formations en LSF qui sont à peu près complètes étant particulièrement chères habituellement",[],0
130,cours tres bien conçu,4,0,0,0,0,1,0,0,1,1,cours tres bien conçu,[],0
131,bien mené,4,0,0,0,0,0,0,0,1,1,bien mené,[],0
132,tres satisfaite du contenu,4,0,0,0,0,1,0,0,1,1,tres satisfaite du contenu,[],0
133,Trés satisfaite de mes cours,4,0,0,0,0,1,0,0,1,1,Trés satisfaite de mes cours,[],0
134,parce que je suis satisfaite de ma formation c'est claire et je sens que j'apprends,4,0,0,0,0,1,0,0,1,1,parce que je suis satisfaite de ma formation c'est claire et je sens que j'apprends,[],0
135,Explications claires de la formatrice,4,0,0,0,0,1,0,0,1,1,Explications claires de la formatrice,[],0
136,"Avant d'apprendre la LSF, c'est bien d'avoir le contexte",4,0,1,0,0,0,0,0,0,1,"Avant d'apprendre la LSF, c'est bien d'avoir le contexte",[],0
137,Hâte de continuer,4,0,1,0,0,0,0,0,1,1,Hâte de continuer,[],0
138,"Clair, précis, exhaustif",4,0,0,0,0,1,0,0,1,1,"Clair, précis, exhaustif",[],0
139,"à voir sur la suite mais pour le moment oui, ça correspond à mes attentes",4,0,1,0,0,1,0,0,0,1,"à voir sur la suite mais pour le moment oui, ça correspond à mes attentes",[],0
140,interressant,4,0,0,0,0,1,0,0,0,1,interressant,[],0
141,"Formation excellente, merci beaucoup !",4,0,0,0,0,1,0,0,0,1,"Formation excellente, merci beaucoup !",[],0
142,tréq bon apprentisage,4,0,0,0,0,1,0,0,0,1,tréq bon apprentisage,[],0
143,J'ai eu une très bonne expérience,4,0,0,0,0,1,0,0,0,1,J'ai eu une très bonne expérience,[],0
144,les explication sont fluides et simples à comprendre merci beaucoup !,4,0,0,0,0,1,0,0,1,1,les explication sont fluides et simples à comprendre merci beaucoup !,[],0
145,formation asser complete juste dommage de devoir payer une formation opur des exercice que l'on peut retrouver sur internet chatgpt ect,4,0,0,0,0,0,1,0,1,0,formation asser complete juste dommage de devoir payer une formation opur des exercice que l'on peut retrouver sur internet chatgpt ect,[],0
146,mais etant mon premier language de programmation je peux vous le recommander,4,0,0,0,0,1,0,0,1,1,mais etant mon premier language de programmation je peux vous le recommander,[],0
147,"Bonne experience avec le cours, j'ai commencé a comprendre le langage C",4,0,0,0,0,1,0,0,1,1,"Bonne experience avec le cours, j'ai commencé a comprendre le langage C",[],0
148,Bien,4,0,0,0,0,1,0,0,0,2,Bien,[],0
149,"Professeur très pédagogue , cours très complet !",4,0,0,0,0,1,0,0,1,1,"Professeur très pédagogue , cours très complet !",[],0
150,"Ayant des notions de programmation sur d'autres langages, je trouve que l'approche est très bien expliquer, de façon simple et compréhensible",4,0,0,0,0,1,0,0,1,1,"Ayant des notions de programmation sur d'autres langages, je trouve que l'approche est très bien expliquer, de façon simple et compréhensible",[],0
151,j'adhère totalement,4,0,0,0,0,1,0,0,0,1,j'adhère totalement,[],0
152,bien,4,0,0,0,0,1,0,0,0,2,bien,[],0
153,parfait,4,0,0,0,0,1,0,0,0,1,parfait,[],0
154,excellent,4,0,0,0,0,1,0,0,0,1,excellent,[],0
155,"Beautiful explanations, clear intonation and good supplementary material",4,0,0,0,0,1,0,0,1,1,"Beautiful explanations, clear intonation and good supplementary material",[],0
156,Clair,4,0,0,0,0,0,0,0,1,1,Clair,[],0
157,Prof très réactif,4,0,0,0,0,1,0,0,1,1,Prof très réactif,[],0
158,Il répond aux question et donne envie d’apprendre,4,0,0,0,0,1,0,0,1,1,Il répond aux question et donne envie d’apprendre,[],0
159,Je suis reconnaissant,4,0,0,0,0,1,0,0,0,1,Je suis reconnaissant,[],0
160,Parfait !,4,0,0,0,0,1,0,0,0,1,Parfait !,[],0
161,C'est le meilleur investis,4,0,0,0,0,0,0,1,0,1,C'est le meilleur investis,[],0
162,Merci beaucoup pour votre assistance en plus du cour !,4,0,0,0,0,1,0,0,0,1,Merci beaucoup pour votre assistance en plus du cour !,[],0
163,Vous etes le meilleur Monsieur !,4,0,0,0,0,1,0,0,1,1,Vous etes le meilleur Monsieur !,[],0
164,Je viens de terminer ce cours et je peux dire qu'il est vraiment complet et efficace! C'est assez long si on prend le temps de faire tous les TP avec les bonus mais ça vaut vraiment le coup et puis Arnaud est dynamique et très pédagogue ce qui rend le cours très plaisant,4,0,0,0,0,1,0,0,1,1,Je viens de terminer ce cours et je peux dire qu'il est vraiment complet et efficace! C'est assez long si on prend le temps de faire tous les TP avec les bonus mais ça vaut vraiment le coup et puis Arnaud est dynamique et très pédagogue ce qui rend le cours très plaisant,[],0
165,Je vais me servir de cette formation pour faire de l'embarqué et je pars en étant serrin car j'ai de très bonnes bases en C maintenant,4,0,0,0,0,1,0,0,1,1,Je vais me servir de cette formation pour faire de l'embarqué et je pars en étant serrin car j'ai de très bonnes bases en C maintenant,[],0
166,Merci Arnaud!,4,0,0,0,0,1,0,0,0,2,Merci Arnaud!,[],0
167,ECXELLENT ECXELLENT ECXELLENT,4,0,0,0,0,1,0,0,0,1,ECXELLENT ECXELLENT ECXELLENT,[],0
168,MULTIPLES cas pratiques et exercices pour utiliser tout seul ce qu’on a appris,4,0,0,0,0,0,0,0,1,1,MULTIPLES cas pratiques et exercices pour utiliser tout seul ce qu’on a appris,[],0
169,"Des pdf travaillé, qui nous donne un visuel sur la théorie",4,0,0,0,0,0,0,0,1,1,"Des pdf travaillé, qui nous donne un visuel sur la théorie",[],0
170,Un dossier pdf de révision regroupant toute la leçon,4,0,0,0,0,0,0,0,1,2,Un dossier pdf de révision regroupant toute la leçon,[],0
171,Avec un enseignant qui répond à toutes les questions sous 48h ? Quoi demander de plus à ce prix,4,0,0,0,0,1,0,0,0,1,Avec un enseignant qui répond à toutes les questions sous 48h ? Quoi demander de plus à ce prix,[],0
172,Ce cours est vraiment génial !,4,0,0,0,0,1,0,0,0,1,Ce cours est vraiment génial !,[],0
173,"Si seulement il incluait du C++ et proposait des projets concrets, cela le rendrait encore plus intéressant",4,0,1,0,0,1,0,0,0,1,"Si seulement il incluait du C++ et proposait des projets concrets, cela le rendrait encore plus intéressant",[],0
174,C'est en toute sincérité que je vous encourage à acheter ce cours !,4,0,0,0,0,1,0,0,1,1,C'est en toute sincérité que je vous encourage à acheter ce cours !,[],0
175,Croyez moi vous trouverez pas mieux,4,0,0,0,0,1,0,0,1,1,Croyez moi vous trouverez pas mieux,[],0
176,Encore une fois foncé sans hésiter !,4,0,0,0,0,1,0,0,1,1,Encore une fois foncé sans hésiter !,[],0
177,Le C c'est la base de tous les langages de programmation donc si vous comprenez bien le C vous pourrez facilement basculer sur les autres,4,0,1,0,0,0,0,0,1,1,Le C c'est la base de tous les langages de programmation donc si vous comprenez bien le C vous pourrez facilement basculer sur les autres,[],0
178,Je me suis moi même surpris de la rapidité d'apprentissage sur les bases des autres langages maintenant,4,0,0,0,0,1,0,0,0,1,Je me suis moi même surpris de la rapidité d'apprentissage sur les bases des autres langages maintenant,[],0
179,"J'ai énormément appris , MERCI infiniment",4,0,0,0,0,1,0,0,0,1,"J'ai énormément appris , MERCI infiniment",[],0
