No,feedback,aspect,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,feed_no_emo,_emo,n_emo
12,非常棒的課程！深入簡出，數學基礎沒有很好的我，一樣能透過講師許多「直覺課程」的解釋，瞭解機器學習的奧妙 😊,4,0,0,0,0,1,0,1,1,1,非常棒的課程！深入簡出，數學基礎沒有很好的我，一樣能透過講師許多「直覺課程」的解釋，瞭解機器學習的奧妙,['😊'],1
13,非常推薦想深入機器學習的朋友選讀這門課程 🙌,4,0,0,0,0,1,0,0,1,1,非常推薦想深入機器學習的朋友選讀這門課程,['🙌'],1
14,唯一小小的缺點，就是講解程式碼時，螢幕截圖沒有把程式碼的部分 Zoom In 字 😕,0,0,0,0,0,0,1,0,0,0,唯一小小的缺點，就是講解程式碼時，螢幕截圖沒有把程式碼的部分 Zoom In 字,['😕'],1
15,這是我聽過最精彩的machine learning課程 🤩,4,0,0,0,0,1,0,1,0,1,這是我聽過最精彩的machine learning課程,['🤩'],1
16,沒有之一 🤩,4,0,0,0,0,1,0,1,1,0,沒有之一,['🤩'],1
17,老師講課切中要點 👌,4,0,0,0,0,0,0,0,1,1,老師講課切中要點,['👌'],1
18,直白明瞭 🙂,4,0,0,0,0,0,0,0,1,1,直白明瞭,['🙂'],1
19,對於了解以及整合整個machine learning架構有清楚的了解 😊,4,0,0,0,0,1,0,0,1,1,對於了解以及整合整個machine learning架構有清楚的了解,['😊'],1
20,希望亦文跟小秦可以多多開這些課程 🙏,4,0,1,0,0,0,0,0,1,1,希望亦文跟小秦可以多多開這些課程,['🙏'],1
21,十分感謝喔 🙂,4,0,0,0,0,1,0,0,0,1,十分感謝喔,['🙂'],1
22,should focus more on Math theory,2,0,1,0,0,0,0,0,0,0,should focus more on Math theory,[],0
23,the recommended documents are good,4,0,0,0,0,1,0,0,1,1,the recommended documents are good,[],0
24,一开始以为就是另外一个英语课程的直接翻译，还有点失望自己付了双倍的钱，但是今天觉得课程非常清晰，目前为止非常满意 🙂,4,0,0,0,0,1,1,0,1,1,一开始以为就是另外一个英语课程的直接翻译，还有点失望自己付了双倍的钱，但是今天觉得课程非常清晰，目前为止非常满意,['🙂'],1
25,目前学到置信区间上界，这个对我这个菜鸟来说有一定的难度，但是每天2小时的学习，我很喜欢这两个老师 😅,4,0,1,0,0,1,0,0,1,1,目前学到置信区间上界，这个对我这个菜鸟来说有一定的难度，但是每天2小时的学习，我很喜欢这两个老师,['😅'],1
26,"很不錯的課程，如果你很對數學基礎不強但程式邏輯不錯，這是一門讓你容易入手機器學習的課程 !! 如果你是想學 Machine Learning ,但還沒開始就被數學弄得很挫折，這門課會讓你耳目一新! 😄",4,0,0,0,0,1,0,0,1,1,"很不錯的課程，如果你很對數學基礎不強但程式邏輯不錯，這是一門讓你容易入手機器學習的課程 !! 如果你是想學 Machine Learning ,但還沒開始就被數學弄得很挫折，這門課會讓你耳目一新!",['😄'],1
27,課程涵蓋多種統計分析方法，適合至少有學過統計導論的人 👍,4,0,0,0,0,0,0,0,1,1,課程涵蓋多種統計分析方法，適合至少有學過統計導論的人,['👍'],1
28,除了R Coding，也會講解分析方法大致上的概念精神，不用怕數學方面聽不懂 🤲,4,0,0,0,0,1,0,0,1,1,除了R Coding，也會講解分析方法大致上的概念精神，不用怕數學方面聽不懂,['🤲'],1
29,對於想入門 Ｒ的統計分析方法 是一個很棒的敲門磚！👏,4,0,0,0,0,1,0,0,1,1,對於想入門 Ｒ的統計分析方法 是一個很棒的敲門磚！,['👏'],1
30,"Thanks for the course, very friendly for Beginners",4,0,0,0,0,1,0,0,1,1,"Thanks for the course, very friendly for Beginners",[],0
31,深入浅出，非常适合机器学习入门，感谢两位讲师和各位答疑老师！希望能有另一套视频，讲解更多更细的算法 🙏,4,0,1,0,0,1,0,0,1,1,深入浅出，非常适合机器学习入门，感谢两位讲师和各位答疑老师！希望能有另一套视频，讲解更多更细的算法,['🙏'],1
32,"excellent class, very informative",4,0,0,0,0,1,0,0,1,1,"excellent class, very informative",[],0
33,太棒了！这是我目前为止上过的最好的机器学习课程，我相信这门课程的内容对我参加机器学习竞赛会起到很大的作用 😄,4,0,0,0,0,1,0,0,1,1,太棒了！这是我目前为止上过的最好的机器学习课程，我相信这门课程的内容对我参加机器学习竞赛会起到很大的作用,['😄'],1
34,目前只上了前半段 🙂,4,0,1,0,0,0,0,0,0,2,目前只上了前半段,['🙂'],1
35,學習起來很輕鬆 提供很多實用的template 👍,4,0,0,0,0,1,0,0,1,1,學習起來很輕鬆 提供很多實用的template,['👍'],1
36,能翻譯成中文真的很棒 🙂,4,0,0,0,0,1,0,1,0,1,能翻譯成中文真的很棒,['🙂'],1
37,謝謝了 🙏,4,0,0,0,0,1,0,0,0,1,謝謝了,['🙏'],1
38,深入浅出，很适合我这种初学者，希望以后难的部分也能讲解的这么详细 😊,4,0,1,0,0,1,0,0,1,1,深入浅出，很适合我这种初学者，希望以后难的部分也能讲解的这么详细,['😊'],1
39,非常棒的機器學習教程 😃,4,0,0,0,0,1,0,0,1,1,非常棒的機器學習教程,['😃'],1
40,觀念說明的部分簡單易懂，接著又透過依序展演程式帶著觀眾實際操作 👏,4,0,0,0,0,1,0,0,1,1,觀念說明的部分簡單易懂，接著又透過依序展演程式帶著觀眾實際操作,['👏'],1
41,收穫很多！ 😁,4,0,0,0,0,1,0,0,1,1,收穫很多！,['😁'],1
42,"Perfect, now I know the basic knowledge of Machine Learning",4,0,0,0,0,1,0,0,1,1,"Perfect, now I know the basic knowledge of Machine Learning",[],0
43,老師很棒!終身受用! 👏,4,0,0,0,0,1,0,0,1,1,老師很棒!終身受用!,['👏'],1
44,I learned a lot from this class!,4,0,0,0,0,1,0,0,1,1,I learned a lot from this class!,[],0
45,"演算法原理和python,R套件的教學精要易懂 👍",4,0,0,0,0,1,0,0,1,1,"演算法原理和python,R套件的教學精要易懂",['👍'],1
46,"希望有更豐富的實戰教學(圖像辨識,自然語言 🙏",4,0,1,0,0,0,0,0,0,1,"希望有更豐富的實戰教學(圖像辨識,自然語言",['🙏'],1
47,从零开始学习机器学习，但是有一些统计学基础 🙂,4,0,0,0,0,1,0,0,0,1,从零开始学习机器学习，但是有一些统计学基础,['🙂'],1
48,机器学习让我对数据处理和统计有新的认识，R语言对以后的工作也会有很大的价值 😊,4,0,1,0,0,1,0,0,1,1,机器学习让我对数据处理和统计有新的认识，R语言对以后的工作也会有很大的价值,['😊'],1
49,才学习到多元线性回归，目前为止，都能很好地理解，并跟上课程中的训练，希望后面更艰深的内容也能克服，并掌握 🤞,4,0,1,0,0,1,0,0,1,1,才学习到多元线性回归，目前为止，都能很好地理解，并跟上课程中的训练，希望后面更艰深的内容也能克服，并掌握,['🤞'],1
50,課程內容說明簡單易懂，適合學習！ 😄,4,0,0,0,0,1,0,0,1,1,課程內容說明簡單易懂，適合學習！,['😄'],1
51,作为入门级的机器学习资料，讲得浅显易懂 🙂,4,0,0,0,0,1,0,0,1,1,作为入门级的机器学习资料，讲得浅显易懂,['🙂'],1
52,可惜极端梯度上升没有讲到希望以后会更新！😕,4,0,1,0,0,0,1,0,0,0,可惜极端梯度上升没有讲到希望以后会更新！,['😕'],1
53,很實用，補足學校實作課程的不足 👍,4,0,0,0,0,1,0,0,1,1,很實用，補足學校實作課程的不足,['👍'],1
54,我作为一个0基础的初学者刚开始上的时候有一点困难，后来买了kirill的r课程，再回到这里同步学习 😅,4,0,1,0,1,0,1,0,0,2,我作为一个0基础的初学者刚开始上的时候有一点困难，后来买了kirill的r课程，再回到这里同步学习,['😅'],1
55,发现进度就基本跟得上了 😌,4,0,0,0,0,1,0,0,0,1,发现进度就基本跟得上了,['😌'],1
56,教的内容非常实用，差不多看个几节课就能用到日常工作中了 💪,4,0,0,0,0,1,0,0,1,1,教的内容非常实用，差不多看个几节课就能用到日常工作中了,['💪'],1
57,學習到許多商業案例，非常實用 👏,4,0,0,0,0,1,0,0,1,1,學習到許多商業案例，非常實用,['👏'],1
58,老師們講得十分清楚，容易明白 😃,4,0,0,0,0,1,0,0,1,1,老師們講得十分清楚，容易明白,['😃'],1
59,everything is good right now,4,0,0,0,0,1,0,0,0,1,everything is good right now,[],0
60,清楚明瞭的原理介紹，搭配範例程式碼，很快有個實務概念 🙂,4,0,0,0,0,1,0,0,1,1,清楚明瞭的原理介紹，搭配範例程式碼，很快有個實務概念,['🙂'],1
61,真的好详细 深入浅出，弄懂了很多曾经一知半解的东西 😃,4,0,0,0,0,1,0,0,1,1,真的好详细 深入浅出，弄懂了很多曾经一知半解的东西,['😃'],1
62,非常实用的课程，我很喜欢 👍,4,0,0,0,0,1,0,0,1,1,非常实用的课程，我很喜欢,['👍'],1
63,等不及想学后面的内容，希望老师能尽快更新，谢谢 🙏,4,0,1,0,0,1,0,0,1,1,等不及想学后面的内容，希望老师能尽快更新，谢谢,['🙏'],1
64,說明很詳細，包含統計的基本理論以及程式語言的寫法 😊,4,0,0,0,0,0,0,0,1,1,說明很詳細，包含統計的基本理論以及程式語言的寫法,['😊'],1
65,非常推薦 👏,4,0,0,0,0,1,0,0,1,1,非常推薦,['👏'],1
66,另外，跟其他課程比較之後，這個課程當中說明理論觀念的部分，我覺得非常棒 😄,4,0,0,0,0,1,0,0,1,1,另外，跟其他課程比較之後，這個課程當中說明理論觀念的部分，我覺得非常棒,['😄'],1
67,很少可以遇到講得如齒請楚好懂又有深度的課，非常感激！！！！！！！！🤩,4,0,0,0,0,1,0,1,1,1,很少可以遇到講得如齒請楚好懂又有深度的課，非常感激！！！！！！！！,['🤩'],1
68,很有幫助！是入門Machine Learning的好課程 🙌,4,0,0,0,0,1,0,0,1,1,很有幫助！是入門Machine Learning的好課程,['🙌'],1
69,excellent!,4,0,0,0,0,1,0,0,0,1,excellent!,[],0
70,用簡單易懂的方式說明整個演算法的思維! 🙂,4,0,0,0,0,1,0,0,1,1,用簡單易懂的方式說明整個演算法的思維!,['🙂'],1
71,適合新手，會解釋代碼! 👍,4,0,0,0,0,1,0,0,1,1,適合新手，會解釋代碼!,['👍'],1
72,資料完整，講述明白，重點是，講師也都非常耐心地解答問題，非常推薦此課程！ 👏,4,0,0,0,0,1,0,0,1,1,資料完整，講述明白，重點是，講師也都非常耐心地解答問題，非常推薦此課程！,['👏'],1
73,目前均符合需求… 🙂,4,0,0,0,0,1,0,0,1,1,目前均符合需求…,['🙂'],1
74,讲的很清楚 也好理解 😌,4,0,0,0,0,1,0,0,1,1,讲的很清楚 也好理解,['😌'],1
75,很直观，入门的好课程，物超所值 😃,4,0,0,0,0,1,0,0,1,1,很直观，入门的好课程，物超所值,['😃'],1
76,說明得非常詳細，淺顯易懂，非常推薦此課程 😊,4,0,0,0,0,1,0,0,1,1,說明得非常詳細，淺顯易懂，非常推薦此課程,['😊'],1
77,清楚明瞭，如果有更多練習題可以做就更好了🤔,4,0,1,0,0,1,0,0,1,1,清楚明瞭，如果有更多練習題可以做就更好了,['🤔'],1
78,機器學習入門必上課程，也是中文最好課程 🙌,4,0,0,0,0,1,0,0,1,1,機器學習入門必上課程，也是中文最好課程,['🙌'],1
79,清楚、豐富 非常建議 👍,4,0,0,0,0,1,0,0,1,1,清楚、豐富 非常建議,['👍'],1
80,十分适合初学者！😄,4,0,0,0,0,1,0,0,1,1,十分适合初学者！,['😄'],1
81,非常適合 謝謝 🙏,4,0,0,0,0,1,0,0,0,1,非常適合 謝謝,['🙏'],1
82,非常喜欢这个！ 😍,4,0,0,0,0,1,0,0,0,1,非常喜欢这个！,['😍'],1
83,挺不错的 🙂,4,0,0,0,0,1,0,0,0,1,挺不错的,['🙂'],1
84,讲的真是不错 😃,4,0,0,0,0,1,0,0,0,1,讲的真是不错,['😃'],1
85,非常讚的課程 👏,4,0,0,0,0,1,0,0,0,1,非常讚的課程,['👏'],1
86,Nice course to a new ML learner!,4,0,0,0,0,1,0,0,0,1,Nice course to a new ML learner!,[],0
87,很棒的一门课程 😄,4,0,0,0,0,1,0,0,0,1,很棒的一门课程,['😄'],1
88,希望能尽快学习后面的内容 🤲,4,0,1,0,0,0,0,0,0,1,希望能尽快学习后面的内容,['🤲'],1
89,我自己的上課體驗，課程規劃得很好，講師講述的很完整，能夠讓我一步步學到機器學習在實際上該怎麼做 🙂,4,0,0,0,0,1,0,0,1,1,我自己的上課體驗，課程規劃得很好，講師講述的很完整，能夠讓我一步步學到機器學習在實際上該怎麼做,['🙂'],1
90,觀念講解得清晰好懂，如果再去網上找最新coding，就受益很多了 👍,4,0,0,0,0,1,0,0,1,1,觀念講解得清晰好懂，如果再去網上找最新coding，就受益很多了,['👍'],1
91,非常适合～ 😊,4,0,0,0,0,1,0,0,0,1,非常适合～,['😊'],1
92,非常酷 😎,4,0,0,0,0,1,0,0,0,1,非常酷,['😎'],1
93,範例簡單扼要!!! 👏,4,0,0,0,0,1,0,0,0,1,範例簡單扼要!!!,['👏'],1
94,浅显易懂 实操性很强 😃,4,0,0,0,0,1,0,0,1,1,浅显易懂 实操性很强,['😃'],1
95,Good 🙂,4,0,0,0,0,1,0,0,0,0,Good,['🙂'],1
96,很详细啊 😌,4,0,0,0,0,1,0,0,0,1,很详细啊,['😌'],1
97,符合預期 👍,4,0,0,0,0,1,0,0,0,1,符合預期,['👍'],1
98,good!,4,0,0,0,0,1,0,0,0,1,good!,[],0
99,code应该更新啦 🤔,2,0,1,0,0,0,0,0,0,2,code应该更新啦,['🤔'],1
100,讲座由浅入深，通俗易懂 🙂,4,0,0,0,0,1,0,0,1,1,讲座由浅入深，通俗易懂,['🙂'],1
101,Very helpful for my study,4,0,0,0,0,1,0,0,1,1,Very helpful for my study,[],0
102,刚看到多项式回归，感觉内容深入浅出很不错 🙂,4,0,0,0,0,1,0,0,1,1,刚看到多项式回归，感觉内容深入浅出很不错,['🙂'],1
103,还行 😐,4,0,0,0,0,0,0,0,1,2,还行,['😐'],1
104,Clear content for Chinese student,4,0,0,0,0,1,0,0,1,1,Clear content for Chinese student,[],0
105,講得很棒！👏🙂,4,0,0,0,0,1,0,0,1,1,講得很棒！,"['👏', '🙂']",2
106,Very helpful for beginners,4,0,0,0,0,1,0,0,1,1,Very helpful for beginners,[],0
107,非常感谢！内容丰富，讲解细致，清楚！🙂🙏,4,0,0,0,0,1,0,0,1,1,非常感谢！内容丰富，讲解细致，清楚！,"['🙂', '🙏']",2
108,教學節奏快速 🙂,1,0,0,0,0,1,0,0,1,1,教學節奏快速,['🙂'],1
109,講解的很詳細 👍🙂,4,0,0,0,0,1,0,0,1,1,講解的很詳細,"['👍', '🙂']",2
110,简单易懂无压力，非常适合我这种文科无基础 😊👍,4,0,0,0,0,1,0,0,1,1,简单易懂无压力，非常适合我这种文科无基础,"['😊', '👍']",2
111,"Building from the basic knowledge, well explained!",4,0,0,0,0,1,0,0,1,1,"Building from the basic knowledge, well explained!",[],0
112,nice girl's voice,4,0,0,0,0,1,0,0,1,1,nice girl's voice,[],0
113,棒极了，完全超出预期！😄,4,0,0,0,0,1,0,1,1,1,棒极了，完全超出预期！,['😄'],1
114,是的，有R與Python語法，很棒 👍,4,0,0,0,0,1,0,0,1,1,是的，有R與Python語法，很棒,['👍'],1
115,这绝对是我想要的课程，很喜欢！😊,4,0,0,0,0,1,0,0,1,1,这绝对是我想要的课程，很喜欢！,['😊'],1
116,觀念講解精闢，值得推薦 🙌,4,0,0,0,0,1,0,0,1,1,觀念講解精闢，值得推薦,['🙌'],1
117,中文內容解說詳細易懂，口條清楚，期待能完全上完這門課！🙂,4,0,1,0,0,1,0,0,1,1,中文內容解說詳細易懂，口條清楚，期待能完全上完這門課！,['🙂'],1
118,講的內容非常豐富，也非常詳細，在深度學習上的課程內容也很有意思 👍,4,0,0,0,0,1,0,0,1,1,講的內容非常豐富，也非常詳細，在深度學習上的課程內容也很有意思,['👍'],1
119,很好 🙂,4,0,0,0,0,1,0,0,1,1,很好,['🙂'],1
120,非常適合，謝謝老師們 🙏,4,0,0,0,0,1,0,0,1,1,非常適合，謝謝老師們,['🙏'],1
121,"講解清楚, 容易理解 👍",4,0,0,0,0,1,0,0,1,1,"講解清楚, 容易理解",['👍'],1
122,很棒 😄,4,0,0,0,0,1,0,0,1,1,很棒,['😄'],1
123,老师思路清晰明了，讲解通俗易懂 🙂,4,0,0,0,0,1,0,0,1,1,老师思路清晰明了，讲解通俗易懂,['🙂'],1
124,非常適合初學者，且架構鮮明，易懂 😊,4,0,0,0,0,1,0,0,1,1,非常適合初學者，且架構鮮明，易懂,['😊'],1
125,good,4,0,0,0,0,1,0,0,0,0,good,[],0
126,我認為口條及傳達的內容編排都非常優秀 👍,4,0,0,0,0,1,0,0,1,1,我認為口條及傳達的內容編排都非常優秀,['👍'],1
127,应该是挺适合的吧，不过还是希望能加上字幕 🙂,0,0,1,0,0,0,0,0,1,1,应该是挺适合的吧，不过还是希望能加上字幕,['🙂'],1
128,专业跨度太大，有点跟不上节奏了 😅,1,0,0,0,1,0,1,0,0,0,专业跨度太大，有点跟不上节奏了,['😅'],1
129,講解得很棒！簡要，清楚！開心～ 😄,4,0,0,0,0,1,0,0,1,1,講解得很棒！簡要，清楚！開心～,['😄'],1
130,Easy to understand,4,0,0,0,0,1,0,0,1,1,Easy to understand,[],0
131,Practical&can understand,4,0,0,0,0,1,0,0,1,1,Practical&can understand,[],0
132,課程講解簡單易懂,4,0,0,0,0,1,0,0,1,1,課程講解簡單易懂,[],0
133,课程讲解清楚,4,0,0,0,0,1,0,0,1,1,课程讲解清楚,[],0
134,详细，简单，容易理解,4,0,0,0,0,1,0,0,1,1,详细，简单，容易理解,[],0
135,很適合初學者!!!,4,0,0,0,0,1,0,0,1,1,很適合初學者!!!,[],0
136,中文講解清晰,4,0,0,0,0,1,0,0,1,1,中文講解清晰,[],0
137,good,4,0,0,0,0,1,0,0,0,1,good,[],0
138,讚！,4,0,0,0,0,1,0,0,0,1,讚！,[],0
139,課程講述非常優質!,4,0,0,0,0,1,0,0,1,1,課程講述非常優質!,[],0
140,很容易吸收,4,0,0,0,0,1,0,0,1,1,很容易吸收,[],0
141,真的很棒!,4,0,0,0,0,1,0,0,0,1,真的很棒!,[],0
142,教學非常仔細,4,0,0,0,0,0,0,0,1,1,教學非常仔細,[],0
143,Many detailed steps,4,0,0,0,0,0,0,0,1,1,Many detailed steps,[],0
144,通俗易懂,4,0,0,0,0,1,0,0,1,1,通俗易懂,[],0
145,講解的很清楚！,4,0,0,0,0,1,0,0,1,1,講解的很清楚！,[],0
146,講解清晰,4,0,0,0,0,1,0,0,1,1,講解清晰,[],0
147,awesome,4,0,0,0,0,1,0,0,0,1,awesome,[],0
148,讲解清晰易懂，很值得学习，一定坚持下去，希望能与专家有沟通！,4,0,1,0,0,1,0,0,1,1,讲解清晰易懂，很值得学习，一定坚持下去，希望能与专家有沟通！,[],0
149,very specific with details,4,0,0,0,0,0,0,0,1,1,very specific with details,[],0
150,讲解清晰，对于没有基础的人听起来也很清楚,4,0,0,0,0,1,0,0,1,1,讲解清晰，对于没有基础的人听起来也很清楚,[],0
151,非常棒的课程,4,0,0,0,0,1,0,0,1,1,非常棒的课程,[],0
152,讲解清晰流畅，易懂,4,0,0,0,0,1,0,0,1,1,讲解清晰流畅，易懂,[],0
153,有时候有点卡,1,0,0,0,0,0,1,0,0,0,有时候有点卡,[],0
154,期待在大陆网站可以购买到,4,0,1,0,0,0,0,0,0,2,期待在大陆网站可以购买到,[],0
155,适合,4,0,0,0,0,1,0,0,0,1,适合,[],0
156,講話很紮實，沒有廢話，語氣很有力不會無聊,4,0,0,0,0,1,0,0,1,1,講話很紮實，沒有廢話，語氣很有力不會無聊,[],0
157,清晰易懂,4,0,0,0,0,1,0,0,1,1,清晰易懂,[],0
158,翻译棒，连内容都是中文化，很好,4,0,0,0,0,1,0,0,1,1,翻译棒，连内容都是中文化，很好,[],0
159,很喜欢找个课程，能够学到自己想要的东西,4,0,0,0,0,1,0,0,1,1,很喜欢找个课程，能够学到自己想要的东西,[],0
160,淺顯易懂,4,0,0,0,0,1,0,0,1,1,淺顯易懂,[],0
161,容易入門 🙂,4,0,0,0,0,1,0,0,1,1,容易入門,['🙂'],1
162,Very Good,4,0,0,0,0,1,0,0,0,1,Very Good,[],0
163,详细 清晰,4,0,0,0,0,1,0,0,1,1,详细 清晰,[],0
164,清楚,4,0,0,0,0,1,0,0,0,1,清楚,[],0
165,內容由簡而繁 深入淺出,4,0,0,0,0,1,0,0,1,1,內容由簡而繁 深入淺出,[],0
166,yes,4,0,0,0,0,1,0,0,0,1,yes,[],0
167,good work,4,0,0,0,0,1,0,0,0,1,good work,[],0
168,中文好评！,4,0,0,0,0,1,0,0,1,1,中文好评！,[],0
169,不錯，清楚,4,0,0,0,0,1,0,0,0,1,不錯，清楚,[],0
170,good,4,0,0,0,0,1,0,0,0,1,good,[],0
171,Easy to understand!,4,0,0,0,0,1,0,0,1,1,Easy to understand!,[],0
172,內容清晰,4,0,0,0,0,1,0,0,1,1,內容清晰,[],0
173,講解蠻清楚的,4,0,0,0,0,1,0,0,1,1,講解蠻清楚的,[],0
174,适合,4,0,0,0,0,1,0,0,1,1,适合,[],0
175,簡單清晰,4,0,0,0,0,1,0,0,1,1,簡單清晰,[],0
176,很不错,4,0,0,0,0,1,0,0,0,1,很不错,[],0
177,很清晰，节奏感强,4,0,0,0,0,1,0,0,1,1,很清晰，节奏感强,[],0
178,逻辑性强，有收获,4,0,0,0,0,1,0,0,1,1,逻辑性强，有收获,[],0
179,合适,4,0,0,0,0,1,0,0,1,1,合适,[],0
180,因为实用,4,0,0,0,0,1,0,0,1,1,因为实用,[],0
181,说的条理分明,4,0,0,0,0,1,0,0,1,1,说的条理分明,[],0
182,讚讚讚,4,0,0,0,0,1,0,0,1,1,讚讚讚,[],0
183,很好的机器学习由浅入深的教程，值得一看！,4,0,0,0,0,1,0,0,0,1,很好的机器学习由浅入深的教程，值得一看！,[],0
184,很好,4,0,0,0,0,1,0,0,0,1,很好,[],0
185,很好,4,0,0,0,0,1,0,0,0,1,很好,[],0
186,good,4,0,0,0,0,1,0,0,0,1,good,[],0
187,good,4,0,0,0,0,1,0,0,0,1,good,[],0
188,很讚,4,0,0,0,0,1,0,0,0,1,很讚,[],0
189,课程整体来说，非常不错,4,0,0,0,0,1,0,0,1,1,课程整体来说，非常不错,[],0
190,但由于课程上线时间较早，里面有部分库发生了变化，但没有更新代码,2,0,0,0,0,0,1,0,0,0,但由于课程上线时间较早，里面有部分库发生了变化，但没有更新代码,[],0
191,如果课程后续能够更新代码，就更方便了,2,0,1,0,0,0,0,0,1,2,如果课程后续能够更新代码，就更方便了,[],0
192,感謝兩位老師，希望可以更多延伸教材可供字查閱，補足知識,4,0,1,0,0,0,0,0,1,1,感謝兩位老師，希望可以更多延伸教材可供字查閱，補足知識,[],0
193,由浅入深，非常精彩的课程,4,0,0,0,0,1,0,1,1,1,由浅入深，非常精彩的课程,[],0
194,如果对算法和数学推导感兴趣，还需要预定其他课程,4,0,1,0,0,0,0,0,0,1,如果对算法和数学推导感兴趣，还需要预定其他课程,[],0
195,这门课程对于从业者来说可能非常浅薄，但是对于出入人工智能和数据分析的同学来说，可以说是非常适合的一门课程了,4,0,0,0,0,1,0,0,1,1,这门课程对于从业者来说可能非常浅薄，但是对于出入人工智能和数据分析的同学来说，可以说是非常适合的一门课程了,[],0
196,能快速的将你带入人工智能的世界，并且结合实例教学来增加你对人工智能的基础框架的理解，从而为未来的深入研究打下很,4,0,0,0,0,1,0,0,1,1,能快速的将你带入人工智能的世界，并且结合实例教学来增加你对人工智能的基础框架的理解，从而为未来的深入研究打下很,[],0
197,比較少延伸的應用，套件版本較舊，需花時間解決版本問題，沒有過多的理論阻礙學習,2,0,0,0,0,1,1,0,0,0,比較少延伸的應用，套件版本較舊，需花時間解決版本問題，沒有過多的理論阻礙學習,[],0
198,"Great course worth to subscribe, if more examples can be given that would be fantastic",4,0,1,0,0,1,0,0,1,1,"Great course worth to subscribe, if more examples can be given that would be fantastic",[],0
199,解說簡潔易懂，講師對授課重點多次提點，內容範圍包含很多 Machine Learning Topic，對於初學者很受用,4,0,0,0,0,1,0,0,1,1,解說簡潔易懂，講師對授課重點多次提點，內容範圍包含很多 Machine Learning Topic，對於初學者很受用,[],0
200,非常適合入門的課程，對於數學不好的人來說是福音，不過我其實有點想多深入一點數學原理就是，因此給4,4,0,1,0,0,1,0,0,1,1,非常適合入門的課程，對於數學不好的人來說是福音，不過我其實有點想多深入一點數學原理就是，因此給4,[],0
201,5星,4,0,0,0,0,1,0,0,1,1,5星,[],0
202,"good topic, good contents, could be better",4,0,1,0,0,0,0,0,1,1,"good topic, good contents, could be better",[],0
203,每一个算法都给出直觉上的理解，没有深究数学上的推导，给出了Python和R的应用过程,4,0,0,0,0,0,0,0,1,1,每一个算法都给出直觉上的理解，没有深究数学上的推导，给出了Python和R的应用过程,[],0
204,适合初学者，或者之前有接触过机器学习的人进行快速复习,4,0,0,0,0,1,0,0,1,1,适合初学者，或者之前有接触过机器学习的人进行快速复习,[],0
205,这门课程面向的人群是使用“轮子”的人（亥，调包侠），不适合想要有进一步算法理,2,0,0,0,0,0,0,0,0,0,这门课程面向的人群是使用“轮子”的人（亥，调包侠），不适合想要有进一步算法理,[],0
206,希望老師可以教我們如何挑選演算法，例如說什麼情況要用SVM、什麼時候要用隨機森林,2,0,1,0,0,0,0,0,0,1,希望老師可以教我們如何挑選演算法，例如說什麼情況要用SVM、什麼時候要用隨機森林,[],0
207,"She teached clear, which is easy to understand",4,0,0,0,0,1,0,0,1,1,"She teached clear, which is easy to understand",[],0
208,"part of code is not updated, it takes time to search online",2,0,0,0,0,0,1,0,0,0,"part of code is not updated, it takes time to search online",[],0
