No,feedback,aspect,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,feed_no_emo,_emo,n_emo
14,"In addition, his tone in some Q&A replies are unnecessarily aggressive without any specific reason",3,1,0,0,0,0,1,0,0,0,"In addition, his tone in some Q&A replies are unnecessarily aggressive without any specific reason",[],0
15,"In summary: Very good content, but there is a lot of room for improvement!",4,0,1,0,0,1,0,0,1,1,"In summary: Very good content, but there is a lot of room for improvement!",[],0
16,I like course and lot of new stuffs to learn,4,0,0,0,0,1,0,0,0,1,I like course and lot of new stuffs to learn,[],0
17,The only feedback may be the course be shorten using AI 🙂,2,0,1,0,0,0,0,0,1,2,The only feedback may be the course be shorten using AI,['🙂'],1
18,Some short courses (b/w 1-10 hourse) will save our time as you know lot of devs like me have daily job of 8-12 hours + commute,2,0,1,0,0,0,0,0,0,2,Some short courses (b/w 1-10 hourse) will save our time as you know lot of devs like me have daily job of 8-12 hours + commute,[],0
19,That's the one of reason I like deeplearning,4,0,0,0,0,1,0,0,1,1,That's the one of reason I like deeplearning,[],0
20,All the sessions till now are full of NLP knowledge and math details 😌,4,0,1,0,1,0,0,1,1,2,All the sessions till now are full of NLP knowledge and math details,['😌'],1
21,Expecting the same till end of the course 🙂,4,0,1,0,0,1,0,1,1,1,Expecting the same till end of the course,['🙂'],1
22,"To anyone currently studying NLP, I highly recommend pausing whatever course you're taking and starting with this one",4,0,0,0,0,1,0,0,1,2,"To anyone currently studying NLP, I highly recommend pausing whatever course you're taking and starting with this one",[],0
23,"Be diligent, follow the advice closely, and embrace the hard working mindset",4,0,1,0,0,0,0,0,1,2,"Be diligent, follow the advice closely, and embrace the hard working mindset",[],0
24,"Thank you so much, Instructor! 👌",4,0,0,0,0,1,0,0,1,1,"Thank you so much, Instructor!",['👌'],1
25,Excellent course to start your NLP journey,4,0,0,0,0,1,0,0,1,1,Excellent course to start your NLP journey,[],0
26,Very helpful for first time learners and experts,4,0,0,0,0,1,0,0,1,1,Very helpful for first time learners and experts,[],0
27,Most of the topics in NLP are covered and we get a chance to work and practice as well,4,0,0,0,0,1,0,0,1,1,Most of the topics in NLP are covered and we get a chance to work and practice as well,[],0
28,highly recommended,4,0,0,0,0,1,0,0,1,1,highly recommended,[],0
29,Awesome!,4,0,0,0,0,1,0,1,0,1,Awesome!,[],0
30,Learned many concepts with this course 🙂,4,0,0,0,0,1,0,1,1,1,Learned many concepts with this course,['🙂'],1
31,Recommending others to take up this course for NLP,4,0,0,0,0,1,0,0,1,1,Recommending others to take up this course for NLP,[],0
32,This course has met my expectation,4,0,0,0,0,1,0,0,1,1,This course has met my expectation,[],0
33,It really makes one a master of NLP,4,0,0,0,0,1,0,1,1,1,It really makes one a master of NLP,[],0
34,Incredibly useful course,4,0,0,0,0,1,0,0,1,1,Incredibly useful course,[],0
35,Everything is explained well and there are always a few approaches to a machine learning problem,4,0,0,0,0,1,0,0,1,1,Everything is explained well and there are always a few approaches to a machine learning problem,[],0
36,I used to get really confused with NLP but now I feel much more confident to complete any task thrown my way,4,0,0,0,0,1,0,0,1,1,I used to get really confused with NLP but now I feel much more confident to complete any task thrown my way,[],0
37,Thank you,4,0,0,0,0,1,0,0,0,2,Thank you,[],0
38,So the course perfectly covers all the fundamental techniques of NLP,4,0,0,0,0,1,0,0,1,1,So the course perfectly covers all the fundamental techniques of NLP,[],0
39,"All the applications are easy to follow, and it is great to be able to choose whether you take also the advanced explanations",4,0,1,0,0,1,0,0,1,1,"All the applications are easy to follow, and it is great to be able to choose whether you take also the advanced explanations",[],0
40,Some responses to questions sound a bit rude and they could be improved to be more encouraging 😑,3,1,1,1,0,0,1,1,0,0,Some responses to questions sound a bit rude and they could be improved to be more encouraging,['😑'],1
41,"Anyway, I recommend this course to anyone seeking a good introduction",4,0,1,0,0,1,0,0,1,1,"Anyway, I recommend this course to anyone seeking a good introduction",[],0
42,"But, I disliked that to access the code of the videos I had to provide my email to a third party",0,1,0,1,0,0,0,0,0,2,"But, I disliked that to access the code of the videos I had to provide my email to a third party",[],0
43,"Udemy does not force all the necessary content to be accessible on the platform, but this is just bad practice and it misaligns with data protection rights",0,1,0,1,0,0,0,0,0,0,"Udemy does not force all the necessary content to be accessible on the platform, but this is just bad practice and it misaligns with data protection rights",[],0
44,Amazing Course!!,4,0,0,0,0,1,0,1,1,1,Amazing Course!!,[],0
45,"Very detailed, although sometimes too wordy when explaining and some of the slides are just repeating what he's saying",1,0,0,0,0,1,0,0,1,0,"Very detailed, although sometimes too wordy when explaining and some of the slides are just repeating what he's saying",[],0
46,But overall I'd still rate it 5 stars due to the sheer amount of NLP and machine learning knowledge you can acquire from this course,4,0,0,0,0,1,0,0,1,2,But overall I'd still rate it 5 stars due to the sheer amount of NLP and machine learning knowledge you can acquire from this course,[],0
47,"It is really quite extensive and detailed, so much so that transitioning from this course to studying papers and working on my own projects is a breeze",4,0,1,0,0,1,0,0,1,1,"It is really quite extensive and detailed, so much so that transitioning from this course to studying papers and working on my own projects is a breeze",[],0
48,As a software dev this course made it so easy to understand and program NLP scripts with Python,4,0,0,0,0,1,0,0,1,1,As a software dev this course made it so easy to understand and program NLP scripts with Python,[],0
49,Thank you so much Instructor for making a clear and full course,4,0,0,0,0,1,0,0,1,1,Thank you so much Instructor for making a clear and full course,[],0
50,I recommend this course 100%,4,0,0,0,0,1,0,0,1,2,I recommend this course 100%,[],0
51,This course is amazing,4,0,0,0,0,1,0,1,1,1,This course is amazing,[],0
52,"I already know machine learning, but this course gives everything you need to start with NLP",4,0,1,0,0,1,0,0,1,2,"I already know machine learning, but this course gives everything you need to start with NLP",[],0
53,"I have already done the supervised machine learning and Tensorflow courses from Instructor, and I will continue to study with him",4,0,1,0,0,1,0,0,1,2,"I have already done the supervised machine learning and Tensorflow courses from Instructor, and I will continue to study with him",[],0
54,You will never be disappointed with this instructor,4,0,0,0,0,1,0,0,1,1,You will never be disappointed with this instructor,[],0
55,this is what i want to learn 😎,4,0,0,0,0,1,0,1,1,1,this is what i want to learn,['😎'],1
56,Amazing,4,0,0,0,0,1,0,1,0,1,Amazing,[],0
57,"Coming from php programming background, this course is hard, because I am introduced to concepts that I have never heard before",2,0,1,0,1,0,0,0,0,0,"Coming from php programming background, this course is hard, because I am introduced to concepts that I have never heard before",[],0
58,"None the less, the instructor does a good job at giving exercises to familiarize the subject",4,0,1,0,0,1,0,0,1,1,"None the less, the instructor does a good job at giving exercises to familiarize the subject",[],0
59,properly explaining the theory,4,0,0,0,0,1,0,0,1,1,properly explaining the theory,[],0
60,"The course is somewhat helpful, but not easy to understand",1,0,0,0,0,0,1,0,1,2,"The course is somewhat helpful, but not easy to understand",[],0
61,"If you’re interested in learning about deep learning or AI, I recommend looking for courses by Professor Andrew Ng",3,0,1,0,0,0,0,0,1,1,"If you’re interested in learning about deep learning or AI, I recommend looking for courses by Professor Andrew Ng",[],0
62,"He explains complex concepts in simple, clear language",1,0,0,0,0,1,0,1,0,1,"He explains complex concepts in simple, clear language",[],0
63,"In contrast, this course tends to explain things in a more complicated way",1,0,0,0,0,0,0,0,0,2,"In contrast, this course tends to explain things in a more complicated way",[],0
64,This course was just amazing,4,0,0,0,0,1,0,0,1,1,This course was just amazing,[],0
65,"With its help, I was able to understand basic concepts and learn NLP, which helps me automate document classification and retrieval tasks",4,0,1,0,0,1,0,0,1,1,"With its help, I was able to understand basic concepts and learn NLP, which helps me automate document classification and retrieval tasks",[],0
66,Thanks for this informative content!,4,0,0,0,0,1,0,0,1,1,Thanks for this informative content!,[],0
67,"This course helped me learn a lot of things from scratch, and I love the teaching style of the instructor",4,0,1,0,0,1,0,0,1,1,"This course helped me learn a lot of things from scratch, and I love the teaching style of the instructor",[],0
68,"I am also enrolled in the Transformers course of this instructor, and I am so far very satisfied",4,0,1,0,0,1,0,0,1,1,"I am also enrolled in the Transformers course of this instructor, and I am so far very satisfied",[],0
69,"I don't like too basic Udemy courses that make you feel like you're a genius only because you've never get challenged, and then leave you hung out to dry in the real world because you can not get to solve any problem just with those basic skills",2,1,0,0,0,0,0,0,0,2,"I don't like too basic Udemy courses that make you feel like you're a genius only because you've never get challenged, and then leave you hung out to dry in the real world because you can not get to solve any problem just with those basic skills",[],0
70,"When I enrolled to this course in the first place, like a year ago, I skipped the Advanced section on the Cipher Decryption because I found it too hard, instead I followed the rest of the course, I got enrolled in the Transformers course and finished the Beginner and Intermediate sections of it, did some real-life projects where I finetuned transformers, gained some industry experiences in NLP, and this week I returned to this course to finish that section",2,0,1,0,1,0,0,1,0,1,"When I enrolled to this course in the first place, like a year ago, I skipped the Advanced section on the Cipher Decryption because I found it too hard, instead I followed the rest of the course, I got enrolled in the Transformers course and finished the Beginner and Intermediate sections of it, did some real-life projects where I finetuned transformers, gained some industry experiences in NLP, and this week I returned to this course to finish that section",[],0
71,"And suddenly, it was too simple and it took just minutes to understand",4,0,0,0,0,1,0,1,0,2,"And suddenly, it was too simple and it took just minutes to understand",[],0
72,"So I really love the structure and pacing in Lazy Transformer's courses, which challenges you gradually, which seems overwhelming at times but which pays you really well in return",4,0,0,0,0,1,0,0,1,1,"So I really love the structure and pacing in Lazy Transformer's courses, which challenges you gradually, which seems overwhelming at times but which pays you really well in return",[],0
73,Clear and organized and entertaining and informative,4,0,0,0,0,1,0,0,1,1,Clear and organized and entertaining and informative,[],0
74,Taking NLP course made myself learned about working with the data with more easy way of solving a problem and learn more about machine learning,4,0,0,0,0,1,0,0,1,1,Taking NLP course made myself learned about working with the data with more easy way of solving a problem and learn more about machine learning,[],0
75,good,4,0,0,0,0,1,0,0,0,1,good,[],0
76,It is just an amazing course,4,0,0,0,0,1,0,0,0,1,It is just an amazing course,[],0
77,Explanation is very clear and concise,4,0,0,0,0,1,0,0,1,1,Explanation is very clear and concise,[],0
78,Great teaching methodology! Easy to follow,4,0,0,0,0,1,0,0,1,1,Great teaching methodology! Easy to follow,[],0
79,It has been a long journey with Instructor but I made it to the very end,4,0,0,0,0,1,0,0,1,2,It has been a long journey with Instructor but I made it to the very end,[],0
80,It was a fantastic course,4,0,0,0,0,1,0,0,1,1,It was a fantastic course,[],0
81,"Instructor is the best teacher, he goes the long way with you to make sure you understand the reasons why you're coding something, not just how to do it",4,0,0,0,0,1,0,0,1,1,"Instructor is the best teacher, he goes the long way with you to make sure you understand the reasons why you're coding something, not just how to do it",[],0
82,"I've just learned so much from all the lectures, exercises, and challenges",4,0,0,0,0,1,0,0,1,1,"I've just learned so much from all the lectures, exercises, and challenges",[],0
83,Thank you!,4,0,0,0,0,1,0,0,0,2,Thank you!,[],0
84,Great course!!!,4,0,0,0,0,1,0,0,1,1,Great course!!!,[],0
85,One of the most fabulous courses I have seen ever in this field,4,0,0,0,0,1,0,1,1,1,One of the most fabulous courses I have seen ever in this field,[],0
86,"Anyone can start this course, it doesn't need any NLP experience, even if someone has some knowledge they can still go on with this course  🙂",4,0,1,0,0,1,0,1,1,1,"Anyone can start this course, it doesn't need any NLP experience, even if someone has some knowledge they can still go on with this course",['🙂'],1
87,good,4,0,0,0,0,1,0,0,0,1,good,[],0
88,This is a great course!,4,0,0,0,0,1,0,0,1,1,This is a great course!,[],0
89,good,4,0,0,0,0,1,0,0,0,1,good,[],0
90,Great that he goes into the technical details,4,0,0,0,0,1,0,0,1,1,Great that he goes into the technical details,[],0
91,Good balance between conversational and instructional,4,0,1,0,0,1,0,0,1,1,Good balance between conversational and instructional,[],0
92,very good,4,0,0,0,0,1,0,0,0,1,very good,[],0
93,This is a full 5 stars course,4,0,0,0,0,1,0,0,1,1,This is a full 5 stars course,[],0
94,I can clearly feel how hard work and dedication the instructor has committed to make this course,4,0,0,0,0,1,0,0,1,1,I can clearly feel how hard work and dedication the instructor has committed to make this course,[],0
95,"It is very well explained, and every application is covered fully",4,0,0,0,0,1,0,0,1,1,"It is very well explained, and every application is covered fully",[],0
96,explained well,4,0,0,0,0,1,0,0,1,2,explained well,[],0
97,i love this course,4,0,0,0,0,1,0,0,0,1,i love this course,[],0
98,Superb!!!! Love,4,0,0,0,0,1,0,0,0,1,Superb!!!! Love,[],0
99,BEFORE PURCHASING anything from this instructor I highly advise you to loot at his other courses and read carefully his responses to 1-star reviews,2,1,0,1,0,0,0,0,0,2,BEFORE PURCHASING anything from this instructor I highly advise you to loot at his other courses and read carefully his responses to 1-star reviews,[],0
100,"All he does is calls people who write them ""dishonest""",0,1,0,1,0,0,0,0,0,0,"All he does is calls people who write them ""dishonest""",[],0
101,It is a very bad way to approach a course without any access to the notes,0,1,0,0,0,0,1,0,0,0,It is a very bad way to approach a course without any access to the notes,[],0
102,"They state they are only available 30 days after the start of the course, so the instructor is merely trying to avoid people getting their refunds according to the udemy policy of 30 days money back guarantee",2,1,0,0,0,0,1,0,0,2,"They state they are only available 30 days after the start of the course, so the instructor is merely trying to avoid people getting their refunds according to the udemy policy of 30 days money back guarantee",[],0
103,Very disappointing,2,1,0,0,0,0,1,0,0,0,Very disappointing,[],0
104,"Excellent mentor, a really good way of communicating concepts and implementing them, considering also corner cases and teaching us how to think whenever we encounter a problem along the way",4,0,1,0,0,1,0,0,1,1,"Excellent mentor, a really good way of communicating concepts and implementing them, considering also corner cases and teaching us how to think whenever we encounter a problem along the way",[],0
105,"This was the most in-depth course I've taken, and I recommend it to everyone for sure!",4,0,0,0,0,1,0,1,1,1,"This was the most in-depth course I've taken, and I recommend it to everyone for sure!",[],0
106,"Best course I have ever taken on Udemy, Guys if You want to learn NLP, Machine Learning, Deep Learning in One single Course and even that with great Detail and Proper Explanation and No Blabbering of the Stuff , Just Close Your Eyes and go for your Gut feeling and Take this course 🙂👌",4,0,0,0,0,1,0,1,1,1,"Best course I have ever taken on Udemy, Guys if You want to learn NLP, Machine Learning, Deep Learning in One single Course and even that with great Detail and Proper Explanation and No Blabbering of the Stuff , Just Close Your Eyes and go for your Gut feeling and Take this course","['🙂', '👌']",2
107,"I guarantee You ,you will be a different person after completing this course",4,0,1,0,0,1,0,0,1,2,"I guarantee You ,you will be a different person after completing this course",[],0
108,I would like to thank the instructor for making this course,4,0,0,0,0,1,0,0,1,2,I would like to thank the instructor for making this course,[],0
109,This course has created a spark in my head to get better and learn more in the field of AI,4,0,1,0,0,1,0,0,0,1,This course has created a spark in my head to get better and learn more in the field of AI,[],0
110,Amazing instructor,4,0,0,0,0,1,0,0,1,1,Amazing instructor,[],0
111,"He forces you to think and code yourself, which has been monumental in getting me out of my couch and actually learning",4,0,1,0,0,1,0,0,1,1,"He forces you to think and code yourself, which has been monumental in getting me out of my couch and actually learning",[],0
112,Pacing is also very good,4,0,0,0,0,1,0,0,1,1,Pacing is also very good,[],0
113,Definitely recommend this instructor and this course,4,0,0,0,0,1,0,0,1,1,Definitely recommend this instructor and this course,[],0
114,Solid course,4,0,0,0,0,1,0,0,1,2,Solid course,[],0
115,"it is worth your money (but please Instructor, be less passive aggressive)",3,1,0,1,0,0,0,0,0,2,"it is worth your money (but please Instructor, be less passive aggressive)",[],0
116,"The course was a very well explained, I loved the way the instructor taught each section",4,0,0,0,0,1,0,0,1,1,"The course was a very well explained, I loved the way the instructor taught each section",[],0
117,I personally think this course is a very good and complete introduction (and beyond) to NLP,4,0,0,0,0,1,0,0,1,1,I personally think this course is a very good and complete introduction (and beyond) to NLP,[],0
118,This course is among the top 1% quality in Udemy,4,0,0,0,0,1,0,1,1,1,This course is among the top 1% quality in Udemy,[],0
119,This course will make an engineer a better engineer,4,0,0,0,0,1,0,0,1,1,This course will make an engineer a better engineer,[],0
120,"High-quality content!! Clear and structured explanation, with good hands-on materials (notebooks) to practice",4,0,0,0,0,1,0,0,1,1,"High-quality content!! Clear and structured explanation, with good hands-on materials (notebooks) to practice",[],0
121,Thanks! 👌,4,0,0,0,0,1,0,0,1,1,Thanks!,['👌'],1
122,The course is more of a beginner course with no sequel for intermediate and advanced courses which would really help in building a foundation for the audience,2,0,1,0,0,0,1,0,0,1,The course is more of a beginner course with no sequel for intermediate and advanced courses which would really help in building a foundation for the audience,[],0
123,"The course was a good match for me, but I would suggest the instructor to code as he teaches 🙏",1,0,1,0,0,1,0,1,0,0,"The course was a good match for me, but I would suggest the instructor to code as he teaches",['🙏'],1
124,Going through the codes does not give the student the opportunity to learn along with the video lectures,1,0,1,0,0,0,1,0,0,2,Going through the codes does not give the student the opportunity to learn along with the video lectures,[],0
125,"Overall I'm happy with the course, but a negative point is that some notebooks are only in html format, so you have to convert them to ipynb format",0,0,1,0,0,1,1,0,0,1,"Overall I'm happy with the course, but a negative point is that some notebooks are only in html format, so you have to convert them to ipynb format",[],0
126,Other notebooks shown in the videos are definitely not available in the links,0,0,0,0,0,0,1,0,0,0,Other notebooks shown in the videos are definitely not available in the links,[],0
127,The instructor points out that in these cases they should be written by hand,4,0,0,0,0,0,1,0,0,2,The instructor points out that in these cases they should be written by hand,[],0
128,"But it would be more practical if he had made all the material available, just like all the other courses I've taken on this platform",2,0,0,0,0,0,1,0,0,1,"But it would be more practical if he had made all the material available, just like all the other courses I've taken on this platform",[],0
129,Very good teaching! You need to practice and review the knowledge of the course repeatedly before you can fully master it,4,0,1,0,0,1,0,0,1,1,Very good teaching! You need to practice and review the knowledge of the course repeatedly before you can fully master it,[],0
130,Please keep learning! 💪,4,0,1,0,0,0,0,1,0,0,Please keep learning!,['💪'],1
131,The course is awesome in terms of content and Instructor seems very well-prepared and with a deep understanding of all concepts,4,0,0,0,0,1,0,0,1,1,The course is awesome in terms of content and Instructor seems very well-prepared and with a deep understanding of all concepts,[],0
132,He simply doesn't care much about teaching on a reasonable pace and in some instances it's almost like he doesn't care at all about teaching 😞,1,1,1,1,1,0,1,1,0,0,He simply doesn't care much about teaching on a reasonable pace and in some instances it's almost like he doesn't care at all about teaching,['😞'],1
133,"Don't get me wrong, I knew that some knowledge was required before taking the course, and I have indeed a pretty good (basic) understanding about python, ML and even Deep Learning",2,0,1,0,0,0,0,0,0,2,"Don't get me wrong, I knew that some knowledge was required before taking the course, and I have indeed a pretty good (basic) understanding about python, ML and even Deep Learning",[],0
134,No code cell or basic concept was a problem at all,4,0,0,0,0,1,0,0,1,2,No code cell or basic concept was a problem at all,[],0
135,"But the specific concepts of NLP, specially the coding part were everything should be (in my opinion) explored and correlated with theory, is just not thanks to chat GPT (what an irony) I managed to have a bet understanding of the subjects so far, but it takes me a lot of time, obviously 😌",4,0,0,1,1,0,1,1,0,0,"But the specific concepts of NLP, specially the coding part were everything should be (in my opinion) explored and correlated with theory, is just not thanks to chat GPT (what an irony) I managed to have a bet understanding of the subjects so far, but it takes me a lot of time, obviously",['😌'],1
136,A few things: some math notations are messy; try not to use the same symbol that has two different meanings in equations in the same slides,2,1,0,0,0,0,0,0,0,2,A few things: some math notations are messy; try not to use the same symbol that has two different meanings in equations in the same slides,[],0
137,This is really bad and would get any of your paper rejected,4,1,0,1,0,0,0,0,0,0,This is really bad and would get any of your paper rejected,[],0
138,It is also a bad practice for teaching as it confuses your students,1,1,0,1,0,0,0,0,0,0,It is also a bad practice for teaching as it confuses your students,[],0
139,"Try not to focus on biological neural networks, many analogies are simply wrong",1,1,0,0,0,0,0,0,0,2,"Try not to focus on biological neural networks, many analogies are simply wrong",[],0
140,"If you ever read Hinton's paper or know some neuroscience, you'd know that biological neural networks are INCOMPATIBLE with ANN, DNN or RNN",1,0,0,0,0,0,0,1,0,2,"If you ever read Hinton's paper or know some neuroscience, you'd know that biological neural networks are INCOMPATIBLE with ANN, DNN or RNN",[],0
141,"That's why we say ANN and DNN are INSPIRED from biological neural networks, but they have very little in common",2,0,0,0,0,0,0,0,1,0,"That's why we say ANN and DNN are INSPIRED from biological neural networks, but they have very little in common",[],0
142,There is confusion on the difference between validation dataset and test dataset,1,1,0,0,0,0,0,0,0,2,There is confusion on the difference between validation dataset and test dataset,[],0
143,"You use them interchangeably through your python codes, that's another bad practice",1,1,0,0,0,0,0,0,0,0,"You use them interchangeably through your python codes, that's another bad practice",[],0
144,Do you want to use test data for test or validation? Or do you want to use training data for cross-validation? Make a decision and don't flip around,1,1,0,0,0,0,0,0,0,2,Do you want to use test data for test or validation? Or do you want to use training data for cross-validation? Make a decision and don't flip around,[],0
145,the content taught during the course is largely intermediate to advanced material - you would probably have an edge if you're good at math or have a background in math or computer science 😓,2,1,1,1,1,0,1,1,0,0,the content taught during the course is largely intermediate to advanced material - you would probably have an edge if you're good at math or have a background in math or computer science,['😓'],1
146,there's a lot of matrices to deal with so be prepared for that!,4,0,1,0,0,0,0,0,0,2,there's a lot of matrices to deal with so be prepared for that!,[],0
147,"Very well implemented course, was my first steps into NLP and I liked the balance between theory and exercises",4,0,0,0,0,1,0,1,1,1,"Very well implemented course, was my first steps into NLP and I liked the balance between theory and exercises",[],0
148,Really this course is great who want to start with basics with nlp but some lectureres lack institute in more details,4,0,0,0,0,1,0,0,1,1,Really this course is great who want to start with basics with nlp but some lectureres lack institute in more details,[],0
149,It will be very good for you if you provide more mathematical explanation and step by step by approach in the theory part,1,0,1,0,0,0,1,0,0,1,It will be very good for you if you provide more mathematical explanation and step by step by approach in the theory part,[],0
150,Clearly presented,4,0,0,0,0,1,0,0,1,1,Clearly presented,[],0
151,And very complete,4,0,0,0,0,1,0,0,1,1,And very complete,[],0
152,Finally someone explained why neural networks use “nonlinear” activation functions,4,0,0,0,0,1,0,1,1,2,Finally someone explained why neural networks use “nonlinear” activation functions,[],0
153,Not a good experience at all,1,1,0,0,0,0,1,0,0,0,Not a good experience at all,[],0
154,Too much detail explanation 😕,1,1,1,1,0,0,1,1,0,0,Too much detail explanation,['😕'],1
155,What about he person who does not want to go in depth? But yes i have learned something definately,4,0,1,0,0,0,1,0,0,2,What about he person who does not want to go in depth? But yes i have learned something definately,[],0
156,"OMG, I came in just to try something new, but now I am addicted 😊",4,0,0,0,0,1,0,1,1,1,"OMG, I came in just to try something new, but now I am addicted",['😊'],1
157,Definitely plan to attend the subsequent courses as well,4,0,1,0,0,1,0,0,1,2,Definitely plan to attend the subsequent courses as well,[],0
158,Provides a deep intuition on the topic enabling students to write machine learning models from scratch,4,0,0,0,0,1,0,0,1,2,Provides a deep intuition on the topic enabling students to write machine learning models from scratch,[],0
159,The Instructor is by far the best machine learning instructor on the platform,4,0,0,0,0,1,0,0,1,1,The Instructor is by far the best machine learning instructor on the platform,[],0
160,I enjoyed the course while actually being able to understand some points which are often overlooked and hence remain as doubt,4,0,0,0,0,1,1,0,1,1,I enjoyed the course while actually being able to understand some points which are often overlooked and hence remain as doubt,[],0
161,I also enjoyed when I was able to implement thing on my own without watching the video,4,0,1,0,0,1,0,0,0,1,I also enjoyed when I was able to implement thing on my own without watching the video,[],0
162,Thanks a lot!,4,0,0,0,0,1,0,0,0,1,Thanks a lot!,[],0
163,This course filled in a lot of details for me,4,0,0,0,0,1,0,0,1,1,This course filled in a lot of details for me,[],0
164,I also got a lot from the lectures on using CNNs for time series,4,0,0,0,0,1,0,0,1,2,I also got a lot from the lectures on using CNNs for time series,[],0
165,amazing course but the rate of learning is high just like I prefer instead of spoon feeding,4,0,0,0,0,1,0,0,0,1,amazing course but the rate of learning is high just like I prefer instead of spoon feeding,[],0
166,Very detailed explanation and comprehensive knowledge,2,0,0,0,0,1,0,0,1,1,Very detailed explanation and comprehensive knowledge,[],0
167,Highly recommended for NLP study,4,0,1,0,0,1,0,0,1,1,Highly recommended for NLP study,[],0
168,Probably the best Data Science course I've done on Udemy,4,0,0,0,0,1,0,0,1,1,Probably the best Data Science course I've done on Udemy,[],0
169,"It's up to each person's taste, but I really appreciated in particular that the Markov and the TextRank sections went beyond the typical ""black box"" approach of calling some off-the-shelf library like sklearn, and really challenge us as programmers and thinkers!",4,0,1,0,0,1,0,0,1,2,"It's up to each person's taste, but I really appreciated in particular that the Markov and the TextRank sections went beyond the typical ""black box"" approach of calling some off-the-shelf library like sklearn, and really challenge us as programmers and thinkers!",[],0
170,"I understand that your VIP system is a bit complex to figure out with Udemy, but I don't think you should include the Deep Learning sections in the course description if they are on other platforms and not free of charge for those that were not ""early birds""",4,1,0,0,0,0,1,0,0,0,"I understand that your VIP system is a bit complex to figure out with Udemy, but I don't think you should include the Deep Learning sections in the course description if they are on other platforms and not free of charge for those that were not ""early birds""",[],0
171,"It might be obvious if someone joins this course from your website, but not for someone who found this course browsing on Udemy",4,1,0,0,0,0,1,0,0,2,"It might be obvious if someone joins this course from your website, but not for someone who found this course browsing on Udemy",[],0
172,The course is good but instructor is little fast with less explaination due to which students who are completely new to NLP like me for them it becomes little difficult to grasp everthing,1,1,0,0,0,0,1,0,0,2,The course is good but instructor is little fast with less explaination due to which students who are completely new to NLP like me for them it becomes little difficult to grasp everthing,[],0
173,I've enjoyed this course a lot so far,4,0,0,0,0,1,0,0,1,1,I've enjoyed this course a lot so far,[],0
174,I think a way it could be better is if the slides in the lecture were available as a pdf to download and refer to later,2,0,1,0,0,0,0,0,0,1,I think a way it could be better is if the slides in the lecture were available as a pdf to download and refer to later,[],0
175,Great course for beginners,4,0,0,0,0,1,0,0,1,1,Great course for beginners,[],0
176,In some advanced parts there could've been more insight in how and why some concepts work,2,0,1,0,0,0,0,0,0,1,In some advanced parts there could've been more insight in how and why some concepts work,[],0
177,Great insights to models and the theory behind it!,4,0,0,0,0,1,0,0,1,1,Great insights to models and the theory behind it!,[],0
178,This is a comprehensive course into NLP and Machine Learning,4,0,0,0,0,1,0,0,1,2,This is a comprehensive course into NLP and Machine Learning,[],0
