No,feedback,aspect,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,feed_no_emo,_emo,n_emo
25,Creo que por el hecho de llegar a la mitad he conseguido superar la sensación,2,0,1,0,0,0,0,0,0,2,Creo que por el hecho de llegar a la mitad he conseguido superar la sensación,[],0
26,"En cualquier caso entiendo que los expertos en inteligencia artificial, sobre todo en lo que se refiere a los formadores deben seguir trabajando la capacidad de síntesis y resumen",1,0,1,0,0,0,0,0,0,2,"En cualquier caso entiendo que los expertos en inteligencia artificial, sobre todo en lo que se refiere a los formadores deben seguir trabajando la capacidad de síntesis y resumen",[],0
27,"Curso, muy completo, el mejor en el mercado",4,0,0,0,0,1,0,0,1,1,"Curso, muy completo, el mejor en el mercado",[],0
28,"excelente curso, me es muy util para mi proyecto de investigación",4,0,0,0,0,1,0,0,1,1,"excelente curso, me es muy util para mi proyecto de investigación",[],0
29,"Es un curso muy completo, muy bien explicado y es muy detallado",4,0,0,0,0,1,0,0,1,1,"Es un curso muy completo, muy bien explicado y es muy detallado",[],0
30,"Excelente curso, muy completo",4,0,0,0,0,1,0,0,1,1,"Excelente curso, muy completo",[],0
31,el profesor explica perfectamente los conceptos,4,0,0,0,0,1,0,0,1,1,el profesor explica perfectamente los conceptos,[],0
32,esta excelente,4,0,0,0,0,1,0,0,0,1,esta excelente,[],0
33,hasta el momento parece que si,4,0,0,0,0,1,0,0,1,1,hasta el momento parece que si,[],0
34,MUY BUENA,4,0,0,0,0,1,0,0,0,1,MUY BUENA,[],0
35,"Buen curso, recomendable",4,0,0,0,0,1,0,0,1,1,"Buen curso, recomendable",[],0
36,Mejorar la descripcion de los casos practicos,4,0,1,0,0,0,0,0,0,2,Mejorar la descripcion de los casos practicos,[],0
37,Ok 👍,4,0,0,0,0,0,0,0,1,2,Ok,['👍'],1
38,"Es muy completo y se ve que tiene mucho conocimiento, lo malo que tiende a ser muy repetitivo, tanto con las expliciones, como con los codigos 😞",1,0,0,0,1,1,1,0,0,2,"Es muy completo y se ve que tiene mucho conocimiento, lo malo que tiende a ser muy repetitivo, tanto con las expliciones, como con los codigos",['😞'],1
39,excelente,4,0,0,0,0,1,0,0,0,1,excelente,[],0
40,"Es un buen curso relativamente completo pero los notebooks y el material es terrible, me quito mucho tiempo ya que esta incompleto por partes y es sumamente tedioso ademas las funciones que usa son innecesariamente complicadas",2,1,0,0,0,1,1,0,0,0,"Es un buen curso relativamente completo pero los notebooks y el material es terrible, me quito mucho tiempo ya que esta incompleto por partes y es sumamente tedioso ademas las funciones que usa son innecesariamente complicadas",[],0
41,las librerias que el profesor muestra dan error y no explica como y de donde instalarlas,2,0,0,0,0,0,0,0,0,0,las librerias que el profesor muestra dan error y no explica como y de donde instalarlas,[],0
42,"Como todos los cursos de ivan, me gusta que sean bien hands on sobre las posibilidades que da la disciplina",4,0,0,0,0,1,0,0,1,1,"Como todos los cursos de ivan, me gusta que sean bien hands on sobre las posibilidades que da la disciplina",[],0
43,explica muy bien,4,0,0,0,0,1,0,0,1,1,explica muy bien,[],0
44,"pero podría ser un poco mas accesible indicando que se muestra en la pantalla: las personas ciegas como yo me pierdo cuando dice: y se ve así, o tienes que instalar todas estas librerías que se ve en pantalla, etc",0,0,0,0,1,0,1,0,0,0,"pero podría ser un poco mas accesible indicando que se muestra en la pantalla: las personas ciegas como yo me pierdo cuando dice: y se ve así, o tienes que instalar todas estas librerías que se ve en pantalla, etc",[],0
45,"Como base e inicial, es muy bueno",4,0,0,0,0,1,0,0,1,1,"Como base e inicial, es muy bueno",[],0
46,Excelente curso y explicación por parte de instructor!,4,0,0,0,0,1,0,0,1,1,Excelente curso y explicación por parte de instructor!,[],0
47,EXCELENTE CURSO,4,0,0,0,0,1,0,0,1,1,EXCELENTE CURSO,[],0
48,Muy interesante y concreto,4,0,0,0,0,1,0,0,1,1,Muy interesante y concreto,[],0
49,En poco tiempo se pone uno al día de todas estas tecnologías,4,0,1,0,0,1,0,0,1,1,En poco tiempo se pone uno al día de todas estas tecnologías,[],0
50,"es el tercer curso que compro con el instructor, son cursos cortos pero sin duda han marcado un antes y despues en mi empresa",4,0,0,0,0,1,0,0,1,1,"es el tercer curso que compro con el instructor, son cursos cortos pero sin duda han marcado un antes y despues en mi empresa",[],0
51,Todavía no lo he terminado para dar una valoración 😶,0,0,1,0,0,0,0,0,0,2,Todavía no lo he terminado para dar una valoración,['😶'],1
52,"Empecé de 0, ha sido un curso muy interesante para tener un paneo de que se puede implementar en NLP",4,0,0,0,0,1,0,0,1,1,"Empecé de 0, ha sido un curso muy interesante para tener un paneo de que se puede implementar en NLP",[],0
53,"En un momento esperaba que fuese mucho más extenso pero creo que está genial para quien empieza sin conocimientos porque te da ideas de que es NLP, como se aplican los ejes que aborda este curso y cuando se puede implementar",4,0,1,0,0,1,0,0,0,1,"En un momento esperaba que fuese mucho más extenso pero creo que está genial para quien empieza sin conocimientos porque te da ideas de que es NLP, como se aplican los ejes que aborda este curso y cuando se puede implementar",[],0
54,Quedará en uno mejorar esos conocimientos y ponerse creativos a la hora de desarrollar una solución,4,0,0,0,0,0,0,0,1,1,Quedará en uno mejorar esos conocimientos y ponerse creativos a la hora de desarrollar una solución,[],0
55,Muy bueno explicando y didácticas las clases,4,0,0,0,0,1,0,0,1,1,Muy bueno explicando y didácticas las clases,[],0
56,El curso cubre todos los aspectos esenciales de NLP y más,4,0,0,0,0,1,0,0,1,1,El curso cubre todos los aspectos esenciales de NLP y más,[],0
57,Las lecciones son claras y los ejemplos prácticos te ayudan a aplicar lo aprendido,4,0,0,0,0,1,0,0,1,1,Las lecciones son claras y los ejemplos prácticos te ayudan a aplicar lo aprendido,[],0
58,Ahora me siento mucho más seguro trabajando con procesamiento de lenguaje natural,4,0,0,0,0,1,0,0,1,1,Ahora me siento mucho más seguro trabajando con procesamiento de lenguaje natural,[],0
59,Me ha encantado este curso,4,0,0,0,0,1,0,0,0,1,Me ha encantado este curso,[],0
60,Los temas están bien explicados y el instructor hace un gran trabajo en desglosar conceptos complejos en partes fáciles de entender,4,0,0,0,0,1,0,0,1,1,Los temas están bien explicados y el instructor hace un gran trabajo en desglosar conceptos complejos en partes fáciles de entender,[],0
61,"Aprendí mucho sobre cómo aplicar técnicas de NLP en diferentes contextos, desde análisis de sentimientos hasta clasificación de textos",4,0,0,0,0,1,0,0,1,1,"Aprendí mucho sobre cómo aplicar técnicas de NLP en diferentes contextos, desde análisis de sentimientos hasta clasificación de textos",[],0
62,Muy buen curso para aprender sobre NLP,4,0,0,0,0,1,0,0,1,1,Muy buen curso para aprender sobre NLP,[],0
63,"El contenido es accesible y los ejemplos son prácticos, lo que hace que sea fácil seguir las lecciones",4,0,0,0,0,1,0,0,1,1,"El contenido es accesible y los ejemplos son prácticos, lo que hace que sea fácil seguir las lecciones",[],0
64,¡Qué curso tan interesante! Aprendí a manejar herramientas de NLP y a implementar modelos para analizar textos,4,0,0,0,0,1,0,0,1,1,¡Qué curso tan interesante! Aprendí a manejar herramientas de NLP y a implementar modelos para analizar textos,[],0
65,muy didáctico y de grsn uso en el mundo real,4,0,0,0,0,1,0,0,1,1,muy didáctico y de grsn uso en el mundo real,[],0
66,Este curso es una excelente introducción al procesamiento del lenguaje natural,4,0,0,0,0,1,0,0,1,1,Este curso es una excelente introducción al procesamiento del lenguaje natural,[],0
67,El curso es realemnte muy bueno,4,0,0,0,0,1,0,0,1,1,El curso es realemnte muy bueno,[],0
68,"Es introductorio , no se puede pretender ser experto en NLP en 2.5 hs de reloj , pero deja una gran base ,recursos y herramientas para poner en practica y perfeccionarse",2,0,0,0,0,0,1,0,0,0,"Es introductorio , no se puede pretender ser experto en NLP en 2.5 hs de reloj , pero deja una gran base ,recursos y herramientas para poner en practica y perfeccionarse",[],0
69,Super recomendable,4,0,0,0,0,1,0,0,1,1,Super recomendable,[],0
70,Me gusto porque me ayudo a entender rápidamente,4,0,0,0,0,1,0,0,1,1,Me gusto porque me ayudo a entender rápidamente,[],0
71,Sip,4,0,0,0,0,1,0,0,0,1,Sip,[],0
72,Lo recomiendo a todos los interesados en esta área,4,0,0,0,0,1,0,0,1,1,Lo recomiendo a todos los interesados en esta área,[],0
73,Es justo lo que necesitaba para mis proyectos,4,0,0,0,0,1,0,0,1,1,Es justo lo que necesitaba para mis proyectos,[],0
74,Es perfecto para iniciarse en NLP,4,0,0,0,0,1,0,0,1,1,Es perfecto para iniciarse en NLP,[],0
75,Uncurso maravilloso y me ha ayudado mucho,4,0,0,0,0,1,0,0,1,1,Uncurso maravilloso y me ha ayudado mucho,[],0
76,"Buena información, muy util",4,0,0,0,0,1,0,0,1,1,"Buena información, muy util",[],0
77,muy bien,4,0,0,0,0,1,0,0,1,1,muy bien,[],0
78,"Su enseñanza es excelente, realmente puedes hacer y aprender al mismo tiempo, que en mi opinión es la mejor manera de aprender",4,0,0,0,0,1,0,0,1,1,"Su enseñanza es excelente, realmente puedes hacer y aprender al mismo tiempo, que en mi opinión es la mejor manera de aprender",[],0
79,correcto,4,0,0,0,0,1,0,0,0,2,correcto,[],0
80,Invertí cada minuto en este curso y obtuve un valor inmenso,4,0,0,0,0,1,0,0,1,1,Invertí cada minuto en este curso y obtuve un valor inmenso,[],0
81,¡Muy recomendado!,4,0,0,0,0,1,0,0,1,1,¡Muy recomendado!,[],0
82,¡Qué curso tan increíble! Muy bien explicado,4,0,0,0,0,1,0,1,1,1,¡Qué curso tan increíble! Muy bien explicado,[],0
83,He aprendido muchísimo con este curso,4,0,0,0,0,1,0,0,1,1,He aprendido muchísimo con este curso,[],0
84,"Excelente curso, muy actualizado y fácil de seguir para aprender NLP con Python",4,0,0,0,0,1,0,0,1,1,"Excelente curso, muy actualizado y fácil de seguir para aprender NLP con Python",[],0
85,Realmente el curso es muy bueno,4,0,0,0,0,1,0,0,1,1,Realmente el curso es muy bueno,[],0
86,Muchas gracias por este hermoso curso,4,0,0,0,0,1,0,0,1,1,Muchas gracias por este hermoso curso,[],0
87,"Curso bien estructurado, con buenos recursos y ejercicios prácticos",4,0,0,0,0,1,0,0,1,1,"Curso bien estructurado, con buenos recursos y ejercicios prácticos",[],0
88,Gracias por este curso,4,0,0,0,0,1,0,0,1,1,Gracias por este curso,[],0
89,Me ha ayudado mucho a aprender con este curso,4,0,0,0,0,1,0,0,1,1,Me ha ayudado mucho a aprender con este curso,[],0
90,Las lecciones de este curso son muy claras y están bien organizadas,4,0,0,0,0,1,0,0,1,1,Las lecciones de este curso son muy claras y están bien organizadas,[],0
91,"Me gustó especialmente la sección sobre análisis de sentimientos, que me resultó muy útil para mis proyectos",4,0,0,0,0,1,0,0,1,1,"Me gustó especialmente la sección sobre análisis de sentimientos, que me resultó muy útil para mis proyectos",[],0
92,¡Gran curso! Aprendí a crear chatbots y a realizar análisis de textos de manera efectiva,4,0,0,0,0,1,0,0,1,1,¡Gran curso! Aprendí a crear chatbots y a realizar análisis de textos de manera efectiva,[],0
93,"El contenido está bien estructurado y es fácil de seguir, incluso si no tienes mucha experiencia previa",4,0,0,0,0,1,0,0,1,1,"El contenido está bien estructurado y es fácil de seguir, incluso si no tienes mucha experiencia previa",[],0
94,Este curso me ha abierto los ojos a las posibilidades del procesamiento del lenguaje natural,4,0,0,0,0,1,0,0,1,1,Este curso me ha abierto los ojos a las posibilidades del procesamiento del lenguaje natural,[],0
95,Las aplicaciones prácticas que cubre son exactamente lo que necesitaba para avanzar en mi carrera,4,0,0,0,0,1,0,0,1,1,Las aplicaciones prácticas que cubre son exactamente lo que necesitaba para avanzar en mi carrera,[],0
96,Me encanta cómo el instructor hace que conceptos complejos sean fáciles de entender,4,0,0,0,0,1,0,0,1,1,Me encanta cómo el instructor hace que conceptos complejos sean fáciles de entender,[],0
97,Ahora puedo aplicar técnicas de NLP en mis propios proyectos con confianza,4,0,0,0,0,1,0,0,1,1,Ahora puedo aplicar técnicas de NLP en mis propios proyectos con confianza,[],0
98,Un curso excelente para aprender NLP desde cero,4,0,0,0,0,1,0,0,1,1,Un curso excelente para aprender NLP desde cero,[],0
99,Los ejemplos de clasificación de textos y análisis de sentimientos son muy útiles,4,0,0,0,0,1,0,0,1,1,Los ejemplos de clasificación de textos y análisis de sentimientos son muy útiles,[],0
100,Totalmente recomendable,4,0,0,0,0,1,0,0,1,1,Totalmente recomendable,[],0
101,Este curso es justo lo que estaba buscando para empezar en NLP,4,0,1,0,0,1,0,0,1,1,Este curso es justo lo que estaba buscando para empezar en NLP,[],0
102,Las explicaciones son claras y los ejemplos prácticos me han ayudado a entender mejor cómo aplicar técnicas de procesamiento de lenguaje,4,0,0,0,0,1,0,0,1,1,Las explicaciones son claras y los ejemplos prácticos me han ayudado a entender mejor cómo aplicar técnicas de procesamiento de lenguaje,[],0
103,Estoy impresionado con la cantidad de información útil en este curso,4,0,0,0,0,1,0,1,1,1,Estoy impresionado con la cantidad de información útil en este curso,[],0
104,"Desde análisis de sentimientos hasta la creación de chatbots, cubre todos los aspectos importantes de NLP",4,0,0,0,0,0,0,0,1,1,"Desde análisis de sentimientos hasta la creación de chatbots, cubre todos los aspectos importantes de NLP",[],0
105,Muy completo,4,0,0,0,0,1,0,0,1,1,Muy completo,[],0
106,Contenido muy completo y adaptado a las últimas tendencias en NLP,4,0,0,0,0,1,0,0,1,1,Contenido muy completo y adaptado a las últimas tendencias en NLP,[],0
107,Con este curso estoy iniciándome en el mundo del NLP de una forma bastante atractiva,4,0,1,0,0,1,0,0,0,1,Con este curso estoy iniciándome en el mundo del NLP de una forma bastante atractiva,[],0
108,Ahora conozco mucho más sobre los conceptos y la forma de trabajar de este sector,4,0,0,0,0,1,0,0,1,1,Ahora conozco mucho más sobre los conceptos y la forma de trabajar de este sector,[],0
109,"Quería un enfoque rápido y lo más completo posible sobre NLP, y este curso me lo ha proporcionado",4,0,1,0,0,1,0,0,1,1,"Quería un enfoque rápido y lo más completo posible sobre NLP, y este curso me lo ha proporcionado",[],0
110,Me ha permitido conocer en lo que debo de profundizar y hacer para seguir avanzando en este mundillo,4,0,1,0,0,0,0,0,1,1,Me ha permitido conocer en lo que debo de profundizar y hacer para seguir avanzando en este mundillo,[],0
111,"Este curso es muy útil y valioso, puesto que Iván explica de forma dinámica, sin demorarse y a la vez sin correr, explicando cada paso de manera entendible",4,0,0,0,0,1,0,0,1,1,"Este curso es muy útil y valioso, puesto que Iván explica de forma dinámica, sin demorarse y a la vez sin correr, explicando cada paso de manera entendible",[],0
112,"Además, responde a todas las cuestiones que le plantean y te facilita el aprendizaje",4,0,0,0,0,1,0,0,1,1,"Además, responde a todas las cuestiones que le plantean y te facilita el aprendizaje",[],0
113,"Muchas gracias, Iván",4,0,0,0,0,1,0,0,0,1,"Muchas gracias, Iván",[],0
114,Nos veremos en otro curso,4,0,1,0,0,0,0,0,0,2,Nos veremos en otro curso,[],0
115,¡100% recomendado!,4,0,0,0,0,1,0,0,1,1,¡100% recomendado!,[],0
116,"Excelente curso, se explica el concepto y se realiza práctica para profundizar",4,0,0,0,0,1,0,0,1,1,"Excelente curso, se explica el concepto y se realiza práctica para profundizar",[],0
117,Otro punto a favor es que el tutor responde rápidamente las inquietudes,4,0,0,0,0,0,0,0,1,1,Otro punto a favor es que el tutor responde rápidamente las inquietudes,[],0
118,Sugiero que el tutor considere agregar una sección más donde se combinen técnicas y ojala se utilizará en una página web 🤞,2,0,1,0,0,1,0,0,1,2,Sugiero que el tutor considere agregar una sección más donde se combinen técnicas y ojala se utilizará en una página web,['🤞'],1
119,Muchas gracias Iván,4,0,0,0,0,1,0,0,0,1,Muchas gracias Iván,[],0
120,Excelente curso,4,0,0,0,0,1,0,0,1,1,Excelente curso,[],0
121,Me quede asombrado por la sencilla y clara explicación de cada uno de los temas,4,0,0,0,0,1,0,1,0,1,Me quede asombrado por la sencilla y clara explicación de cada uno de los temas,[],0
122,Ejemplos prácticos de la vida real,4,0,0,0,0,0,0,0,1,2,Ejemplos prácticos de la vida real,[],0
123,"Con información útil para empezar ya! Gracias Ivan, eres la autoridad en la materia!",4,0,0,0,0,1,0,0,1,1,"Con información útil para empezar ya! Gracias Ivan, eres la autoridad en la materia!",[],0
124,Muy buen curso,4,0,0,0,0,1,0,0,1,1,Muy buen curso,[],0
125,La verdad que es muy breve pero a la vez profundo,4,0,0,0,0,0,0,1,1,1,La verdad que es muy breve pero a la vez profundo,[],0
126,Te deja una clara idea de cada concepto y esta muy bien explicado,4,0,0,0,0,1,0,0,1,1,Te deja una clara idea de cada concepto y esta muy bien explicado,[],0
127,Muy recomendable,4,0,0,0,0,1,0,0,1,1,Muy recomendable,[],0
128,Curso ideal para gente que desee iniciarse en la lingüistica computacional o aquellos curiosos con ganas de explorar Python a fondo 💡,4,0,0,0,0,1,0,1,1,1,Curso ideal para gente que desee iniciarse en la lingüistica computacional o aquellos curiosos con ganas de explorar Python a fondo,['💡'],1
129,Iván explica de manera clara y se anticipa a posibles contratiempos que puedan surgir en el proceso de instalación de librerías,4,0,1,0,0,0,0,0,1,1,Iván explica de manera clara y se anticipa a posibles contratiempos que puedan surgir en el proceso de instalación de librerías,[],0
130,He aprendido muchísimo,4,0,0,0,0,1,0,0,0,1,He aprendido muchísimo,[],0
131,Iván lo explica muy bien y lo hace sencillo,4,0,0,0,0,1,0,0,1,1,Iván lo explica muy bien y lo hace sencillo,[],0
132,Súper recomendado,4,0,0,0,0,1,0,0,1,1,Súper recomendado,[],0
133,"El curso te explica los algoritmos para NLP necesarios, obviamente incluyendo las librerias necesarias, si que es verdad que no profundiza mucho en estas pero como algoritmo explicado resuelve el problema panteado",4,0,0,0,0,1,0,0,1,1,"El curso te explica los algoritmos para NLP necesarios, obviamente incluyendo las librerias necesarias, si que es verdad que no profundiza mucho en estas pero como algoritmo explicado resuelve el problema panteado",[],0
134,Con los conocimientos e imaginación se le puede sacar muco provecho a este curso,4,0,1,0,0,0,0,0,1,1,Con los conocimientos e imaginación se le puede sacar muco provecho a este curso,[],0
135,El curso es buenísimo,4,0,0,0,0,1,0,0,1,1,El curso es buenísimo,[],0
136,"No es para principiantes de Python y en general los videos van directo al tema, no explican la razón o como funciona lo básico, que a mi me pareció excelente para poner en práctica",2,0,0,0,0,0,1,0,0,0,"No es para principiantes de Python y en general los videos van directo al tema, no explican la razón o como funciona lo básico, que a mi me pareció excelente para poner en práctica",[],0
137,"El curso está muy bien para entender globalmente las tareas directamente relacionadas con el procesamiento del lenguaje natural y sus aplicaciones, con explicaciones claras y concisas de casos prácticos",4,0,0,0,0,1,0,0,1,1,"El curso está muy bien para entender globalmente las tareas directamente relacionadas con el procesamiento del lenguaje natural y sus aplicaciones, con explicaciones claras y concisas de casos prácticos",[],0
138,Útil! Muchas gracias!,4,0,0,0,0,1,0,0,1,1,Útil! Muchas gracias!,[],0
139,"Sinceramente al principio pensé que el curso por ser tan corto no me enseñaría lo suficiente pero la verdad es que termine realmente a gusto y agradecido con todo lo que logré aprender, definitivamente recomiendo este curso, el profesor sabe explicar muy bien",4,0,0,0,0,1,0,1,1,1,"Sinceramente al principio pensé que el curso por ser tan corto no me enseñaría lo suficiente pero la verdad es que termine realmente a gusto y agradecido con todo lo que logré aprender, definitivamente recomiendo este curso, el profesor sabe explicar muy bien",[],0
140,"Fue una buena elección del curso, explicó muy bien y me sirvió para aplicar los conceptos y realizar un sistema",4,0,0,0,0,1,0,0,1,1,"Fue una buena elección del curso, explicó muy bien y me sirvió para aplicar los conceptos y realizar un sistema",[],0
141,"Los temas y los ejemplos son muy claros , los pasos en los programas se entienden",4,0,0,0,0,1,0,0,1,1,"Los temas y los ejemplos son muy claros , los pasos en los programas se entienden",[],0
142,Recomiendo este curso,4,0,0,0,0,1,0,0,1,1,Recomiendo este curso,[],0
143,Lo que estaba buscando en un curso introductorio de NLP con Python,4,0,1,0,0,0,0,0,1,1,Lo que estaba buscando en un curso introductorio de NLP con Python,[],0
144,Buena explicación sobre los casos de uso y ejemplos útiles y fáciles de entender,4,0,0,0,0,1,0,0,1,1,Buena explicación sobre los casos de uso y ejemplos útiles y fáciles de entender,[],0
145,Gracias Iván,4,0,0,0,0,1,0,0,0,1,Gracias Iván,[],0
146,Buen curso para iniciarse en el tema del procesamiento del lenguaje natural con Python,4,0,1,0,0,0,0,0,1,1,Buen curso para iniciarse en el tema del procesamiento del lenguaje natural con Python,[],0
147,La modulación del instructor es deficiente,1,0,0,0,0,0,1,0,0,0,La modulación del instructor es deficiente,[],0
148,la traducción escrita es muy deficiente,0,0,0,0,0,0,1,0,0,0,la traducción escrita es muy deficiente,[],0
149,Todo muy bien explicado,4,0,0,0,0,1,0,0,1,1,Todo muy bien explicado,[],0
150,Y lo mejor orientado a casos prácticos de la realidad,4,0,0,0,0,1,0,0,1,1,Y lo mejor orientado a casos prácticos de la realidad,[],0
151,"Un buen curso, con muchos conocimientos nuevos, muy útil",4,0,0,0,0,1,0,0,1,1,"Un buen curso, con muchos conocimientos nuevos, muy útil",[],0
152,Por ahora es claro en el contenido brindado,4,0,0,0,0,0,0,0,1,1,Por ahora es claro en el contenido brindado,[],0
153,Me gusta la claridad con la explica y preocuparse de los detalles mínimos para los principiantes,4,0,0,0,0,1,0,0,1,1,Me gusta la claridad con la explica y preocuparse de los detalles mínimos para los principiantes,[],0
154,"El docente explica bien el contenido y es bien didáctico, directo al tema",4,0,0,0,0,1,0,0,1,1,"El docente explica bien el contenido y es bien didáctico, directo al tema",[],0
155,"Excelente curso, práctico y al punto sin rodeos gracias al instructor",4,0,0,0,0,1,0,0,1,1,"Excelente curso, práctico y al punto sin rodeos gracias al instructor",[],0
156,"Está superbién explicado, es muy práctico y he aprendido muchísimo",4,0,0,0,0,1,0,0,1,1,"Está superbién explicado, es muy práctico y he aprendido muchísimo",[],0
157,Excelente curso,4,0,0,0,0,1,0,0,1,1,Excelente curso,[],0
158,Felicitaciones Maestro 🎉,4,0,0,0,0,1,0,1,0,1,Felicitaciones Maestro,['🎉'],1
159,"Me gusto mucho el curso, muy completo, justo lo que necesitaba",4,0,0,0,0,1,0,0,1,1,"Me gusto mucho el curso, muy completo, justo lo que necesitaba",[],0
160,Super buen curso,4,0,0,0,0,1,0,0,1,1,Super buen curso,[],0
161,Explicando los conceptos de una forma concisa,4,0,0,0,0,0,0,0,1,1,Explicando los conceptos de una forma concisa,[],0
162,Muy bueno,4,0,0,0,0,1,0,0,1,1,Muy bueno,[],0
163,Felicitaciones instructor!! Justo lo que esperaba 🙌,4,0,0,0,0,1,0,1,0,1,Felicitaciones instructor!! Justo lo que esperaba,['🙌'],1
164,"Fue una muy buena elección, te enseña paso a paso y de forma muy sencilla todos y cada unos de lo conceptos",4,0,0,0,0,1,0,0,1,1,"Fue una muy buena elección, te enseña paso a paso y de forma muy sencilla todos y cada unos de lo conceptos",[],0
165,"Excelente curso, buenos recursos y buen maestro",4,0,0,0,0,1,0,0,1,1,"Excelente curso, buenos recursos y buen maestro",[],0
166,Muy util para obtener una base sobre NLP,4,0,0,0,0,0,0,0,1,1,Muy util para obtener una base sobre NLP,[],0
